ma_giao_dich,ma_khach_hang,ma_san_pham,ma_cua_hang,so_luong,don_gia,so_tien_giam_gia,phi_van_chuyen,khoa_ngay,ma_thanh_toan
TX0000048241129014,CUS0000048,SYSN10004621,SH6275986,1,842700,126400,0,20241129,4
TX0000048241230016,CUS0000048,SYSN10005174,SH7834768,5,653800,0,0,20241230,2
TX0000048250223017,CUS0000048,SYSN10007899,SH5090716,2,624900,0,30000,20250223,2
TX0000048250301018,CUS0000048,SYSN10002809,SH7682705,1,591000,59100,30000,20250301,2
TX0000048250308019,CUS0000048,SYSN10005011,SH8469790,1,650700,161200,0,20250308,6
TX0000048250402020,CUS0000048,SYSN10001823,SH8058810,2,712800,142600,15000,20250402,6
TX0000048250716022,CUS0000048,SYSN10001196,SH2021141,1,686700,0,0,20250716,2
TX0000048251025023,CUS0000048,SYSN10002706,SH1982702,1,563900,56400,20000,20251025,2
TX0000048251105024,CUS0000048,SYSN10000994,SH7403032,1,547300,0,0,20251105,1
TX0000048251111025,CUS0000048,SYSN10003338,SH2661888,3,443100,525100,20000,20251111,2
TX0000048251121026,CUS0000048,SYSN10002663,SH9899410,2,652200,0,0,20251121,5
TX0000048251126027,CUS0000048,SYSN10004375,SH9158212,3,548300,0,30000,20251126,4
TX0000049250515000,CUS0000049,SYSN10000103,SH2686231,3,115900,17400,0,20250515,2
TX0000049250811001,CUS0000049,SYSN10004219,SH7010211,1,208700,41700,0,20250811,1
TX0000049251118002,CUS0000049,SYSN10006555,SH5501897,3,135100,20300,0,20251118,4
TX0000050241129000,CUS0000050,SYSN10004681,SH7255647,1,233400,0,0,20241129,6
TX0000050241221001,CUS0000050,SYSN10000930,SH7767404,1,72000,3600,0,20241221,6
TX0000050250902002,CUS0000050,SYSN10003313,SH6279831,1,212100,0,30000,20250902,4
TX0000051230602000,CUS0000051,SYSN10006143,SH5876388,1,166100,0,0,20230602,1
TX0000051230626001,CUS0000051,SYSN10001594,SH1207372,1,205700,0,20000,20230626,6
TX0000052250630000,CUS0000052,SYSN10000574,SH8419054,2,404900,366900,20000,20250630,2
TX0000052250721002,CUS0000052,SYSN10001727,SH9110494,3,671600,0,15000,20250721,6
TX0000052250809003,CUS0000052,SYSN10005334,SH3553925,3,698400,419000,0,20250809,6
TX0000052250812004,CUS0000052,SYSN10002732,SH7859493,1,836800,83700,0,20250812,2
TX0000052250822005,CUS0000052,SYSN10000496,SH6777340,1,602300,0,30000,20250822,1
TX0000052250914007,CUS0000052,SYSN10002672,SH6241357,4,526000,210400,0,20250914,2
TX0000052250927009,CUS0000052,SYSN10006885,SH2383336,3,1072500,160900,0,20250927,5
TX0000052251005010,CUS0000052,SYSN10000606,SH3438977,4,839300,335700,0,20251005,1
TX0000052251005011,CUS0000052,SYSN10006393,SH5060278,3,588100,176400,15000,20251005,3
TX0000052251008012,CUS0000052,SYSN10002702,SH7447495,5,772700,0,0,20251008,2
TX0000052251010013,CUS0000052,SYSN10003576,SH2086312,1,525800,214900,0,20251010,5
TX0000052251029014,CUS0000052,SYSN10007025,SH9781093,4,896000,179200,0,20251029,5
TX0000052251031015,CUS0000052,SYSN10002096,SH8892760,2,500600,200200,15000,20251031,6
TX0000052251105016,CUS0000052,SYSN10002139,SH3147879,4,650300,260100,30000,20251105,1
TX0000052251109017,CUS0000052,SYSN10002020,SH4901561,1,657700,0,20000,20251109,1
TX0000052251110018,CUS0000052,SYSN10001160,SH9753742,2,472100,464900,15000,20251110,4
TX0000052251111019,CUS0000052,SYSN10007079,SH3278320,2,382800,378100,20000,20251111,5
TX0000052251114020,CUS0000052,SYSN10006349,SH7815071,1,497300,99500,20000,20251114,2
TX0000052251116021,CUS0000052,SYSN10000428,SH9318729,2,959300,0,20000,20251116,2
TX0000052251118022,CUS0000052,SYSN10001345,SH4719408,2,584300,0,0,20251118,4
TX0000052251206025,CUS0000052,SYSN10000895,SH5194038,1,525400,0,0,20251206,6
TX0000052251221027,CUS0000052,SYSN10006943,SH6583896,4,862600,0,15000,20251221,4
TX0000053240209000,CUS0000053,SYSN10007893,SH2292516,1,111700,33500,15000,20240209,2
TX0000053240414001,CUS0000053,SYSN10000661,SH8529960,2,149700,0,0,20240414,6
TX0000053240901002,CUS0000053,SYSN10007045,SH4560472,1,138300,0,20000,20240901,4
TX0000054230523000,CUS0000054,SYSN10001586,SH4903481,1,382300,0,15000,20230523,4
TX0000054230902001,CUS0000054,SYSN10001358,SH2696557,1,318700,0,0,20230902,4
TX0000054231012002,CUS0000054,SYSN10004954,SH6280031,3,297600,0,0,20231012,1
TX0000054231113003,CUS0000054,SYSN10006546,SH4526360,4,316600,190000,30000,20231113,1
TX0000054240326004,CUS0000054,SYSN10000509,SH6265911,1,529300,0,15000,20240326,4
TX0000054240408005,CUS0000054,SYSN10006672,SH9982151,1,841600,0,0,20240408,6
TX0000054240511006,CUS0000054,SYSN10006517,SH6349518,3,378200,0,30000,20240511,4
TX0000054240616007,CUS0000054,SYSN10006053,SH5785479,2,373700,37400,20000,20240616,2
TX0000054240916009,CUS0000054,SYSN10001196,SH2021141,2,747300,0,30000,20240916,6
TX0000054240928010,CUS0000054,SYSN10000393,SH5620085,2,410400,0,30000,20240928,2
TX0000054241014011,CUS0000054,SYSN10002068,SH7527429,1,499700,25000,30000,20241014,5
TX0000054241119012,CUS0000054,SYSN10003929,SH3717471,1,304500,30400,15000,20241119,4
TX0000054241120013,CUS0000054,SYSN10006192,SH4680485,3,312200,140500,0,20241120,4
TX0000054250210015,CUS0000054,SYSN10000879,SH8578973,3,427300,0,20000,20250210,5
TX0000054250217016,CUS0000054,SYSN10003321,SH5557092,3,329100,49400,0,20250217,2
TX0000054250323017,CUS0000054,SYSN10004270,SH6830197,1,344600,0,0,20250323,5
TX0000054250424018,CUS0000054,SYSN10004621,SH6275986,1,783000,0,20000,20250424,2
TX0000054250617019,CUS0000054,SYSN10001424,SH8679826,1,296700,14800,15000,20250617,4
TX0000054250714020,CUS0000054,SYSN10004633,SH7395968,1,428700,0,0,20250714,1
TX0000054250726021,CUS0000054,SYSN10002862,SH2567140,1,375900,0,20000,20250726,6
TX0000054250808022,CUS0000054,SYSN10005531,SH9532665,2,534700,256200,0,20250808,2
TX0000054250812023,CUS0000054,SYSN10004320,SH7500246,1,615800,184700,15000,20250812,1
TX0000054250814024,CUS0000054,SYSN10006489,SH9180640,1,733400,110000,0,20250814,6
TX0000054251107025,CUS0000054,SYSN10000212,SH2044906,3,442500,66400,30000,20251107,4
TX0000054251127026,CUS0000054,SYSN10000624,SH9659503,1,344300,0,30000,20251127,3
TX0000054251217027,CUS0000054,SYSN10003091,SH7746260,1,333200,0,0,20251217,2
TX0000055251028000,CUS0000055,SYSN10007240,SH8009424,1,141300,14100,15000,20251028,3
TX0000055251123001,CUS0000055,SYSN10002948,SH8025845,2,124700,0,30000,20251123,6
TX0000056220326000,CUS0000056,SYSN10004624,SH8597882,1,153800,7700,15000,20220326,2
TX0000056220408001,CUS0000056,SYSN10000110,SH4189885,1,117100,5900,30000,20220408,6
TX0000056220803002,CUS0000056,SYSN10002334,SH5395061,1,491000,0,20000,20220803,5
TX0000056220814003,CUS0000056,SYSN10003063,SH4607712,2,390500,234300,15000,20220814,6
TX0000056221125004,CUS0000056,SYSN10005077,SH2931889,1,143800,7200,0,20221125,4
TX0000056221209005,CUS0000056,SYSN10000173,SH6578736,1,284600,0,30000,20221209,5
TX0000056230714006,CUS0000056,SYSN10000825,SH3881241,1,229300,34400,30000,20230714,6
TX0000056231116007,CUS0000056,SYSN10001903,SH2715469,1,116300,0,20000,20231116,6
TX0000056240703008,CUS0000056,SYSN10004270,SH6830197,1,351900,0,30000,20240703,2
TX0000056240918009,CUS0000056,SYSN10004493,SH5108300,1,284700,0,20000,20240918,1
TX0000056250410010,CUS0000056,SYSN10002778,SH7518553,2,119900,47900,15000,20250410,6
TX0000056251215011,CUS0000056,SYSN10001087,SH8724035,1,164000,0,20000,20251215,4
TX0000057251129000,CUS0000057,SYSN10001057,SH3578194,1,132000,6600,0,20251129,2
TX0000057251218001,CUS0000057,SYSN10005075,SH8973433,2,264400,26400,30000,20251218,2
TX0000057251223003,CUS0000057,SYSN10007487,SH3415014,2,152000,15200,0,20251223,6
TX0000057251228004,CUS0000057,SYSN10004395,SH4751016,1,187400,9400,20000,20251228,1
TX0000058241202000,CUS0000058,SYSN10007606,SH8164308,3,374000,112200,20000,20241202,6
TX0000058241203001,CUS0000058,SYSN10006551,SH6892384,1,439300,22000,20000,20241203,2
TX0000058241204002,CUS0000058,SYSN10000994,SH7403032,1,539400,27000,20000,20241204,5
TX0000058241204003,CUS0000058,SYSN10006142,SH2616421,2,558300,167500,15000,20241204,2
TX0000058241212004,CUS0000058,SYSN10006892,SH6846412,1,406000,167700,0,20241212,2
TX0000058241212006,CUS0000058,SYSN10003899,SH5148887,2,233200,157900,20000,20241212,6
TX0000058241220007,CUS0000058,SYSN10005019,SH4187422,1,359800,0,0,20241220,5
TX0000058241221008,CUS0000058,SYSN10006152,SH8558675,1,539600,161900,30000,20241221,4
TX0000058241224009,CUS0000058,SYSN10000230,SH3570027,1,326300,0,0,20241224,2
TX0000059230919000,CUS0000059,SYSN10005615,SH6023168,1,125100,0,0,20230919,5
TX0000059231103001,CUS0000059,SYSN10001688,SH8710913,1,230500,11500,30000,20231103,4
TX0000059240221002,CUS0000059,SYSN10003641,SH1434732,2,148000,0,0,20240221,2
TX0000059240405003,CUS0000059,SYSN10003387,SH5273611,2,163500,16400,30000,20240405,4
TX0000059251113004,CUS0000059,SYSN10006907,SH8699037,1,290900,0,0,20251113,2
TX0000059251130005,CUS0000059,SYSN10006712,SH7134938,1,279400,27900,0,20251130,6
TX0000060240506000,CUS0000060,SYSN10003307,SH7347912,3,490700,220800,15000,20240506,4
TX0000060240629001,CUS0000060,SYSN10004922,SH5167770,3,277300,0,15000,20240629,3
TX0000060240712002,CUS0000060,SYSN10004474,SH3737845,2,304800,61000,15000,20240712,2
TX0000060240721003,CUS0000060,SYSN10000518,SH7390162,1,311200,46700,0,20240721,5
TX0000060240731004,CUS0000060,SYSN10007662,SH9448755,2,357000,142800,0,20240731,6
TX0000060240808005,CUS0000060,SYSN10007673,SH9010663,2,1019000,1018000,20000,20240808,6
TX0000060240825006,CUS0000060,SYSN10001523,SH4766788,2,390100,0,15000,20240825,5
TX0000060240826007,CUS0000060,SYSN10006211,SH3202904,1,344900,34500,20000,20240826,2
TX0000061241205000,CUS0000061,SYSN10002585,SH1714231,1,443500,22200,20000,20241205,6
TX0000061241207001,CUS0000061,SYSN10002014,SH8130059,1,270800,27100,15000,20241207,4
TX0000061241212002,CUS0000061,SYSN10001699,SH1653342,1,214500,75200,30000,20241212,2
TX0000061241231004,CUS0000061,SYSN10002189,SH8742197,1,101900,10200,20000,20241231,4
TX0000062250528000,CUS0000062,SYSN10006644,SH4093525,1,269800,80900,30000,20250528,5
TX0000062250630001,CUS0000062,SYSN10004997,SH4774541,1,188200,36900,30000,20250630,4
TX0000062250803002,CUS0000062,SYSN10003898,SH7106690,2,161400,64600,20000,20250803,3
TX0000062250808003,CUS0000062,SYSN10001415,SH5889205,3,142000,195900,0,20250808,4
TX0000062250811004,CUS0000062,SYSN10001577,SH5967790,1,235300,23500,0,20250811,6
TX0000062250823005,CUS0000062,SYSN10005371,SH4737153,1,115800,11600,15000,20250823,2
TX0000062250909006,CUS0000062,SYSN10003209,SH3817316,2,90000,81400,15000,20250909,2
TX0000062251120008,CUS0000062,SYSN10003996,SH4460770,1,311600,0,30000,20251120,5
TX0000062251124009,CUS0000062,SYSN10003509,SH8239257,1,349700,0,30000,20251124,2
TX0000062251212010,CUS0000062,SYSN10003864,SH5264310,3,139800,156500,0,20251212,2
TX0000062251212011,CUS0000062,SYSN10000969,SH1215323,1,123600,21100,0,20251212,2
TX0000063231225000,CUS0000063,SYSN10006912,SH9816670,1,170300,64600,20000,20231225,5
TX0000063231226001,CUS0000063,SYSN10007439,SH1831294,1,140100,7000,0,20231226,5
TX0000064231224000,CUS0000064,SYSN10004887,SH8033901,3,144000,86400,15000,20231224,4
TX0000064231227001,CUS0000064,SYSN10002836,SH5912991,1,40400,0,0,20231227,5
TX0000065220302000,CUS0000065,SYSN10004793,SH2166327,2,129500,25900,30000,20220302,1
TX0000065220625001,CUS0000065,SYSN10000877,SH1312439,1,116600,5800,0,20220625,6
TX0000065221007002,CUS0000065,SYSN10004146,SH6624867,1,115400,0,30000,20221007,5
TX0000065231125004,CUS0000065,SYSN10003048,SH5103793,1,109100,0,30000,20231125,2
TX0000065240306005,CUS0000065,SYSN10000051,SH1093026,1,132500,0,0,20240306,2
TX0000065241010006,CUS0000065,SYSN10007771,SH2056142,2,132700,99300,20000,20241010,4
TX0000065241208007,CUS0000065,SYSN10001472,SH6400269,2,246100,24600,0,20241208,2
TX0000065250413008,CUS0000065,SYSN10003776,SH6910559,2,109500,11000,0,20250413,5
TX0000065251104009,CUS0000065,SYSN10004397,SH7130336,2,441800,44200,0,20251104,6
TX0000065251230011,CUS0000065,SYSN10006113,SH7023053,2,116600,0,0,20251230,6
TX0000066241031000,CUS0000066,SYSN10002481,SH3783829,1,150500,45200,30000,20241031,6
TX0000066241105001,CUS0000066,SYSN10007071,SH3243123,2,238100,0,0,20241105,1
TX0000066250325002,CUS0000066,SYSN10001942,SH2020095,1,374300,37400,20000,20250325,2
TX0000066250411003,CUS0000066,SYSN10001079,SH1727239,1,272800,13600,15000,20250411,6
TX0000066250714004,CUS0000066,SYSN10003177,SH9783755,1,267800,0,20000,20250714,1
TX0000066250814005,CUS0000066,SYSN10005450,SH2276248,2,237100,142300,20000,20250814,2
TX0000067231208000,CUS0000067,SYSN10002892,SH2921689,1,158100,0,0,20231208,4
TX0000067231217001,CUS0000067,SYSN10005971,SH6957414,1,183800,0,20000,20231217,5
TX0000067231228002,CUS0000067,SYSN10006013,SH3831396,1,159700,31900,0,20231228,5
TX0000068241224000,CUS0000068,SYSN10000104,SH3442255,1,161800,8100,0,20241224,5
TX0000068250819002,CUS0000068,SYSN10003011,SH4024255,1,111300,0,15000,20250819,5
TX0000068251023003,CUS0000068,SYSN10003415,SH4264201,1,538900,53900,0,20251023,2
TX0000068251106004,CUS0000068,SYSN10003397,SH8827281,1,140900,14100,0,20251106,4
TX0000068251211005,CUS0000068,SYSN10003542,SH9827042,1,165700,26000,15000,20251211,1
TX0000069250107000,CUS0000069,SYSN10001049,SH3452982,1,250000,0,0,20250107,4
TX0000069250314001,CUS0000069,SYSN10000361,SH6986539,1,275600,41300,30000,20250314,5
TX0000069250726002,CUS0000069,SYSN10004264,SH7116865,1,151600,7600,15000,20250726,3
TX0000069250906003,CUS0000069,SYSN10003256,SH5170552,1,131800,0,0,20250906,2
TX0000069250907004,CUS0000069,SYSN10000719,SH1581986,1,170400,25600,30000,20250907,2
TX0000069251212005,CUS0000069,SYSN10004061,SH1815567,1,173400,42000,0,20251212,4
TX0000070240614000,CUS0000070,SYSN10007845,SH7560826,3,137900,0,30000,20240614,6
TX0000070240831001,CUS0000070,SYSN10001733,SH5708829,2,123400,0,0,20240831,6
TX0000070241111002,CUS0000070,SYSN10007995,SH1902313,2,99400,67600,0,20241111,1
TX0000070250911003,CUS0000070,SYSN10000872,SH8331935,2,138100,13800,15000,20250911,5
TX0000070251225005,CUS0000070,SYSN10000951,SH3816607,1,128700,35000,30000,20251225,2
TX0000071241201000,CUS0000071,SYSN10007597,SH4552207,1,174900,0,0,20241201,5
TX0000071241213002,CUS0000071,SYSN10006909,SH6173267,1,161700,8100,20000,20241213,6
TX0000071241220003,CUS0000071,SYSN10001417,SH4338417,2,236100,47200,15000,20241220,2
TX0000071241221004,CUS0000071,SYSN10000920,SH3637534,1,162800,8100,20000,20241221,6
TX0000072220714000,CUS0000072,SYSN10000574,SH8419054,1,545100,0,20000,20220714,5
TX0000072220808001,CUS0000072,SYSN10007389,SH3900818,4,489600,448300,0,20220808,6
TX0000072221005002,CUS0000072,SYSN10004896,SH5549059,5,677200,0,0,20221005,6
TX0000072230506003,CUS0000072,SYSN10000649,SH9417612,3,702400,0,30000,20230506,2
TX0000072230513004,CUS0000072,SYSN10002880,SH7373024,2,2133500,426700,0,20230513,3
TX0000072230617005,CUS0000072,SYSN10000285,SH9703982,4,604300,0,0,20230617,2
TX0000072230620006,CUS0000072,SYSN10000894,SH7574301,1,638000,0,0,20230620,4
TX0000072230628007,CUS0000072,SYSN10005531,SH9532665,3,625800,0,15000,20230628,2
TX0000072230630008,CUS0000072,SYSN10001774,SH2935210,4,423200,476200,30000,20230630,4
TX0000072230630009,CUS0000072,SYSN10002009,SH4460803,1,494300,168500,0,20230630,6
TX0000072230803010,CUS0000072,SYSN10001394,SH9773624,2,517700,155300,15000,20230803,5
TX0000072231010012,CUS0000072,SYSN10002880,SH7373024,5,1536600,1260900,20000,20231010,4
TX0000072231031013,CUS0000072,SYSN10007756,SH7305370,2,711200,0,15000,20231031,5
TX0000072231107014,CUS0000072,SYSN10006585,SH1757292,2,829400,82900,20000,20231107,4
TX0000072240412016,CUS0000072,SYSN10000894,SH7574301,1,633600,31700,30000,20240412,1
TX0000072240415017,CUS0000072,SYSN10007214,SH5979323,1,511700,76800,0,20240415,2
TX0000072240419018,CUS0000072,SYSN10004401,SH8494985,1,578800,0,15000,20240419,5
TX0000072240430019,CUS0000072,SYSN10007921,SH9525435,3,539100,523800,0,20240430,2
TX0000072240614020,CUS0000072,SYSN10000817,SH7511061,4,785100,0,15000,20240614,4
TX0000072241101021,CUS0000072,SYSN10006892,SH6846412,5,542200,406700,20000,20241101,3
TX0000072250325022,CUS0000072,SYSN10001169,SH5932600,3,544200,244900,20000,20250325,6
TX0000072250520023,CUS0000072,SYSN10001394,SH9773624,4,490500,0,0,20250520,1
TX0000072250730024,CUS0000072,SYSN10002009,SH4460803,4,639200,0,20000,20250730,4
TX0000072250914025,CUS0000072,SYSN10004883,SH1512005,1,786700,118000,20000,20250914,2
TX0000072251015026,CUS0000072,SYSN10006266,SH3095676,4,543000,108600,0,20251015,4
TX0000072251023027,CUS0000072,SYSN10005227,SH2129844,2,693600,0,0,20251023,4
TX0000073251220000,CUS0000073,SYSN10007935,SH9181291,1,117900,5900,30000,20251220,5
TX0000073251226001,CUS0000073,SYSN10000417,SH2493219,1,110800,0,20000,20251226,6
TX0000073251227002,CUS0000073,SYSN10002713,SH6492824,1,280600,42100,20000,20251227,2
TX0000074250105000,CUS0000074,SYSN10007063,SH8307571,1,96800,0,0,20250105,6
TX0000074250831001,CUS0000074,SYSN10002941,SH2315207,3,108800,65300,20000,20250831,4
TX0000075251106000,CUS0000075,SYSN10000819,SH9802632,2,115700,0,0,20251106,1
TX0000076231216001,CUS0000076,SYSN10007147,SH1505023,1,142900,21400,0,20231216,5
TX0000076231218002,CUS0000076,SYSN10002981,SH2201556,1,104900,15700,0,20231218,2
TX0000077250409000,CUS0000077,SYSN10007673,SH9010663,4,1184700,236900,30000,20250409,3
TX0000077250416001,CUS0000077,SYSN10005925,SH5519410,4,553700,443000,30000,20250416,4
TX0000077250505002,CUS0000077,SYSN10006281,SH2772927,2,737000,294800,0,20250505,4
TX0000077250513003,CUS0000077,SYSN10005531,SH9532665,4,646600,775900,0,20250513,5
TX0000077250523004,CUS0000077,SYSN10001580,SH7187806,4,555700,0,30000,20250523,5
TX0000077250615005,CUS0000077,SYSN10001287,SH5172556,2,651400,0,0,20250615,6
TX0000077250624006,CUS0000077,SYSN10002455,SH2459729,3,683000,0,20000,20250624,6
TX0000077250629008,CUS0000077,SYSN10003317,SH8565186,4,526900,105400,30000,20250629,6
TX0000077250713009,CUS0000077,SYSN10001579,SH8605673,4,625500,375300,0,20250713,2
TX0000077250715010,CUS0000077,SYSN10004979,SH2080897,1,710300,142100,0,20250715,2
TX0000077250803011,CUS0000077,SYSN10001921,SH9386347,4,1085600,651400,0,20250803,5
TX0000077250805012,CUS0000077,SYSN10003224,SH1060841,3,622800,0,15000,20250805,2
TX0000077250828013,CUS0000077,SYSN10004401,SH8494985,3,541300,0,0,20250828,2
TX0000077250907014,CUS0000077,SYSN10001180,SH9352238,3,526900,0,0,20250907,5
TX0000077250907015,CUS0000077,SYSN10005725,SH1108602,1,776600,0,0,20250907,4
TX0000077250910016,CUS0000077,SYSN10001287,SH5172556,2,641900,64200,0,20250910,4
TX0000077250920017,CUS0000077,SYSN10001698,SH7153328,1,549600,0,0,20250920,2
TX0000077250925018,CUS0000077,SYSN10005415,SH4422298,2,485300,0,0,20250925,5
TX0000077251013019,CUS0000077,SYSN10005035,SH4117533,3,843600,0,0,20251013,4
TX0000077251107020,CUS0000077,SYSN10000075,SH5638893,5,702300,0,0,20251107,4
TX0000077251114021,CUS0000077,SYSN10006349,SH7815071,5,507400,0,20000,20251114,3
TX0000077251119023,CUS0000077,SYSN10005513,SH7808402,1,953700,0,0,20251119,2
TX0000077251207024,CUS0000077,SYSN10001860,SH6492735,1,521200,78200,20000,20251207,1
TX0000077251212025,CUS0000077,SYSN10005883,SH9183489,4,685200,1090800,15000,20251212,4
TX0000077251225026,CUS0000077,SYSN10007777,SH2113837,3,602800,282900,30000,20251225,4
TX0000077251227027,CUS0000077,SYSN10004056,SH5151401,1,668600,0,0,20251227,5
TX0000078251211000,CUS0000078,SYSN10004156,SH7984488,2,326100,309300,0,20251211,2
TX0000078251212002,CUS0000078,SYSN10003064,SH8527555,2,352200,316600,0,20251212,2
TX0000078251212004,CUS0000078,SYSN10006602,SH4434115,2,283900,167100,0,20251212,6
TX0000078251212005,CUS0000078,SYSN10000907,SH8841710,1,419600,202000,0,20251212,1
TX0000078251212006,CUS0000078,SYSN10005455,SH3233681,1,309200,92800,20000,20251212,2
TX0000078251213007,CUS0000078,SYSN10002230,SH2404386,3,314100,94200,0,20251213,6
TX0000078251220008,CUS0000078,SYSN10005258,SH9831969,1,417600,0,0,20251220,3
TX0000078251221009,CUS0000078,SYSN10005540,SH2469295,3,410800,61600,0,20251221,4
TX0000078251224010,CUS0000078,SYSN10004957,SH4034533,3,589900,0,0,20251224,1
TX0000078251224011,CUS0000078,SYSN10003377,SH5671585,2,334900,0,20000,20251224,1
TX0000078251225012,CUS0000078,SYSN10001782,SH2932023,1,1179600,482100,15000,20251225,2
TX0000078251225013,CUS0000078,SYSN10003348,SH2952338,1,387000,130800,30000,20251225,5
TX0000079231211000,CUS0000079,SYSN10007768,SH3488425,1,73000,17000,30000,20231211,6
TX0000079231211001,CUS0000079,SYSN10006619,SH5738866,1,81300,39000,0,20231211,1
TX0000080231202000,CUS0000080,SYSN10001672,SH9873352,1,432300,0,30000,20231202,4
TX0000080231207001,CUS0000080,SYSN10001600,SH5582437,2,522000,104400,0,20231207,6
TX0000080231209002,CUS0000080,SYSN10000398,SH4186247,1,397200,19900,20000,20231209,2
TX0000080231212003,CUS0000080,SYSN10001510,SH5130100,2,283900,230400,30000,20231212,5
TX0000081251111000,CUS0000081,SYSN10001653,SH5475083,2,51800,16300,0,20251111,6
TX0000081251201001,CUS0000081,SYSN10005570,SH5390623,3,112100,0,0,20251201,5
TX0000082230630000,CUS0000082,SYSN10007150,SH4441027,3,27600,24800,30000,20230630,2
