ma_snapshot,ma_san_pham,gia_tai_ngay,ton_kho_tai_ngay,ban_luy_ke,ban_trong_ngay_uoc_tinh,khoa_ngay
SNAPSYSN1000434320251020,SYSN10004343,123500,147,143,0,20251020
SNAPSYSN1000434320251021,SYSN10004343,121500,145,145,2,20251021
SNAPSYSN1000434320251022,SYSN10004343,124000,147,145,0,20251022
SNAPSYSN1000434320251023,SYSN10004343,122200,147,145,0,20251023
SNAPSYSN1000434320251024,SYSN10004343,120700,147,145,0,20251024
SNAPSYSN1000434320251025,SYSN10004343,123600,146,146,1,20251025
SNAPSYSN1000434320251026,SYSN10004343,121400,147,146,0,20251026
SNAPSYSN1000434320251027,SYSN10004343,119400,147,146,0,20251027
SNAPSYSN1000434320251028,SYSN10004343,117000,147,146,0,20251028
SNAPSYSN1000434320251029,SYSN10004343,121600,147,146,0,20251029
SNAPSYSN1000434320251030,SYSN10004343,116100,146,147,1,20251030
SNAPSYSN1000434320251031,SYSN10004343,117600,147,147,0,20251031
SNAPSYSN1000434320251101,SYSN10004343,118000,146,148,1,20251101
SNAPSYSN1000434320251102,SYSN10004343,117000,147,148,0,20251102
SNAPSYSN1000434320251103,SYSN10004343,117100,147,148,0,20251103
SNAPSYSN1000434320251104,SYSN10004343,121700,147,148,0,20251104
SNAPSYSN1000434320251105,SYSN10004343,120500,146,149,1,20251105
SNAPSYSN1000434320251106,SYSN10004343,124000,147,149,0,20251106
SNAPSYSN1000434320251107,SYSN10004343,118100,147,149,0,20251107
SNAPSYSN1000434320251108,SYSN10004343,118600,147,149,0,20251108
SNAPSYSN1000434320251109,SYSN10004343,121800,146,150,1,20251109
SNAPSYSN1000434320251110,SYSN10004343,103700,147,150,0,20251110
SNAPSYSN1000434320251111,SYSN10004343,103700,144,153,3,20251111
SNAPSYSN1000434320251112,SYSN10004343,120600,145,155,2,20251112
SNAPSYSN1000434320251113,SYSN10004343,121300,147,155,0,20251113
SNAPSYSN1000434320251114,SYSN10004343,118000,147,155,0,20251114
SNAPSYSN1000434320251115,SYSN10004343,122300,144,158,3,20251115
SNAPSYSN1000434320251116,SYSN10004343,120000,146,159,1,20251116
SNAPSYSN1000434320251117,SYSN10004343,118000,147,159,0,20251117
SNAPSYSN1000434320251118,SYSN10004343,118400,147,159,0,20251118
SNAPSYSN1000434320251119,SYSN10004343,120900,147,159,0,20251119
SNAPSYSN1000434320251120,SYSN10004343,117800,147,159,0,20251120
SNAPSYSN1000434320251121,SYSN10004343,117300,146,160,1,20251121
SNAPSYSN1000434320251122,SYSN10004343,118800,147,160,0,20251122
SNAPSYSN1000434320251123,SYSN10004343,117100,146,161,1,20251123
SNAPSYSN1000434320251124,SYSN10004343,119200,146,162,1,20251124
SNAPSYSN1000434320251125,SYSN10004343,117200,146,163,1,20251125
SNAPSYSN1000434320251126,SYSN10004343,121200,147,163,0,20251126
SNAPSYSN1000434320251127,SYSN10004343,117100,145,165,2,20251127
SNAPSYSN1000434320251128,SYSN10004343,123500,146,166,1,20251128
SNAPSYSN1000434320251129,SYSN10004343,116900,147,166,0,20251129
SNAPSYSN1000434320251130,SYSN10004343,119500,146,167,1,20251130
SNAPSYSN1000434320251201,SYSN10004343,120200,147,167,0,20251201
SNAPSYSN1000434320251202,SYSN10004343,121500,147,167,0,20251202
SNAPSYSN1000434320251203,SYSN10004343,116700,145,169,2,20251203
SNAPSYSN1000434320251204,SYSN10004343,119800,145,171,2,20251204
SNAPSYSN1000434320251205,SYSN10004343,116300,147,171,0,20251205
SNAPSYSN1000434320251206,SYSN10004343,118900,147,171,0,20251206
SNAPSYSN1000434320251207,SYSN10004343,122900,146,172,1,20251207
SNAPSYSN1000434320251208,SYSN10004343,118600,147,172,0,20251208
SNAPSYSN1000434320251209,SYSN10004343,120100,146,173,1,20251209
SNAPSYSN1000434320251210,SYSN10004343,123400,146,174,1,20251210
SNAPSYSN1000434320251211,SYSN10004343,103700,147,174,0,20251211
SNAPSYSN1000434320251212,SYSN10004343,103700,147,174,0,20251212
SNAPSYSN1000434320251213,SYSN10004343,116500,147,174,0,20251213
SNAPSYSN1000434320251214,SYSN10004343,115900,147,174,0,20251214
SNAPSYSN1000434320251215,SYSN10004343,122500,147,174,0,20251215
SNAPSYSN1000434320251216,SYSN10004343,121500,147,174,0,20251216
SNAPSYSN1000434320251217,SYSN10004343,117200,146,175,1,20251217
SNAPSYSN1000434320251218,SYSN10004343,122900,145,177,2,20251218
SNAPSYSN1000434320251219,SYSN10004343,119300,147,177,0,20251219
SNAPSYSN1000434320251220,SYSN10004343,122300,146,178,1,20251220
SNAPSYSN1000434320251221,SYSN10004343,122300,147,178,0,20251221
SNAPSYSN1000434320251222,SYSN10004343,119000,147,178,0,20251222
SNAPSYSN1000434320251223,SYSN10004343,117700,147,178,0,20251223
SNAPSYSN1000434320251224,SYSN10004343,116600,146,179,1,20251224
SNAPSYSN1000434320251225,SYSN10004343,103700,147,179,0,20251225
SNAPSYSN1000434320251226,SYSN10004343,122900,147,179,0,20251226
SNAPSYSN1000434320251227,SYSN10004343,124400,147,179,0,20251227
SNAPSYSN1000434320251228,SYSN10004343,121500,147,179,0,20251228
SNAPSYSN1000434320251229,SYSN10004343,119300,147,179,0,20251229
SNAPSYSN1000434320251230,SYSN10004343,117800,144,182,3,20251230
SNAPSYSN1000434320251231,SYSN10004343,118400,147,182,0,20251231
SNAPSYSN1000268020251002,SYSN10002680,486400,302,189,1,20251002
SNAPSYSN1000268020251003,SYSN10002680,469100,301,191,2,20251003
SNAPSYSN1000268020251004,SYSN10002680,476400,302,192,1,20251004
SNAPSYSN1000268020251005,SYSN10002680,493500,303,192,0,20251005
SNAPSYSN1000268020251006,SYSN10002680,480700,302,193,1,20251006
SNAPSYSN1000268020251007,SYSN10002680,485400,303,193,0,20251007
SNAPSYSN1000268020251008,SYSN10002680,486800,303,193,0,20251008
SNAPSYSN1000268020251009,SYSN10002680,418200,302,194,1,20251009
SNAPSYSN1000268020251010,SYSN10002680,418200,303,194,0,20251010
SNAPSYSN1000268020251011,SYSN10002680,498200,303,194,0,20251011
SNAPSYSN1000268020251012,SYSN10002680,498100,302,195,1,20251012
SNAPSYSN1000268020251013,SYSN10002680,483800,303,195,0,20251013
SNAPSYSN1000268020251014,SYSN10002680,474800,302,196,1,20251014
SNAPSYSN1000268020251015,SYSN10002680,490800,302,197,1,20251015
SNAPSYSN1000268020251016,SYSN10002680,470800,303,197,0,20251016
SNAPSYSN1000268020251017,SYSN10002680,482000,303,197,0,20251017
SNAPSYSN1000268020251018,SYSN10002680,472000,303,197,0,20251018
SNAPSYSN1000268020251019,SYSN10002680,479800,302,198,1,20251019
SNAPSYSN1000268020251020,SYSN10002680,479700,303,198,0,20251020
SNAPSYSN1000268020251021,SYSN10002680,488400,303,198,0,20251021
SNAPSYSN1000268020251022,SYSN10002680,498000,303,198,0,20251022
SNAPSYSN1000268020251023,SYSN10002680,471100,302,199,1,20251023
SNAPSYSN1000268020251024,SYSN10002680,488700,303,199,0,20251024
SNAPSYSN1000268020251025,SYSN10002680,496800,303,199,0,20251025
SNAPSYSN1000268020251026,SYSN10002680,501700,301,201,2,20251026
SNAPSYSN1000268020251027,SYSN10002680,481200,303,201,0,20251027
SNAPSYSN1000268020251028,SYSN10002680,500100,303,201,0,20251028
SNAPSYSN1000268020251029,SYSN10002680,473300,302,202,1,20251029
SNAPSYSN1000268020251030,SYSN10002680,484400,302,203,1,20251030
SNAPSYSN1000268020251031,SYSN10002680,481100,302,204,1,20251031
SNAPSYSN1000268020251101,SYSN10002680,478500,302,205,1,20251101
SNAPSYSN1000268020251102,SYSN10002680,471000,303,205,0,20251102
SNAPSYSN1000268020251103,SYSN10002680,481500,301,207,2,20251103
SNAPSYSN1000268020251104,SYSN10002680,489200,303,207,0,20251104
SNAPSYSN1000268020251105,SYSN10002680,478700,301,209,2,20251105
SNAPSYSN1000268020251106,SYSN10002680,487000,303,209,0,20251106
SNAPSYSN1000268020251107,SYSN10002680,490100,303,209,0,20251107
SNAPSYSN1000268020251108,SYSN10002680,479300,302,210,1,20251108
SNAPSYSN1000268020251109,SYSN10002680,470700,303,210,0,20251109
SNAPSYSN1000268020251110,SYSN10002680,418200,301,212,2,20251110
SNAPSYSN1000268020251111,SYSN10002680,418200,297,218,6,20251111
SNAPSYSN1000268020251112,SYSN10002680,500000,302,219,1,20251112
SNAPSYSN1000268020251113,SYSN10002680,499200,303,219,0,20251113
SNAPSYSN1000268020251114,SYSN10002680,468700,302,220,1,20251114
SNAPSYSN1000268020251115,SYSN10002680,468300,302,221,1,20251115
SNAPSYSN1000268020251116,SYSN10002680,483400,301,223,2,20251116
SNAPSYSN1000268020251117,SYSN10002680,494500,303,223,0,20251117
SNAPSYSN1000268020251118,SYSN10002680,497700,303,223,0,20251118
SNAPSYSN1000268020251119,SYSN10002680,486900,303,223,0,20251119
SNAPSYSN1000268020251120,SYSN10002680,472900,303,223,0,20251120
SNAPSYSN1000268020251121,SYSN10002680,485900,302,224,1,20251121
SNAPSYSN1000268020251122,SYSN10002680,487900,300,227,3,20251122
SNAPSYSN1000268020251123,SYSN10002680,470900,302,228,1,20251123
SNAPSYSN1000268020251124,SYSN10002680,486800,302,229,1,20251124
SNAPSYSN1000268020251125,SYSN10002680,480100,301,231,2,20251125
SNAPSYSN1000268020251126,SYSN10002680,471500,303,231,0,20251126
SNAPSYSN1000268020251127,SYSN10002680,477900,301,233,2,20251127
SNAPSYSN1000268020251128,SYSN10002680,485300,302,234,1,20251128
SNAPSYSN1000268020251129,SYSN10002680,491200,303,234,0,20251129
SNAPSYSN1000268020251130,SYSN10002680,490400,303,234,0,20251130
SNAPSYSN1000268020251201,SYSN10002680,488700,303,234,0,20251201
SNAPSYSN1000268020251202,SYSN10002680,483300,303,234,0,20251202
SNAPSYSN1000268020251203,SYSN10002680,472200,302,235,1,20251203
SNAPSYSN1000268020251204,SYSN10002680,479300,303,235,0,20251204
SNAPSYSN1000268020251205,SYSN10002680,500000,303,235,0,20251205
SNAPSYSN1000268020251206,SYSN10002680,495300,303,235,0,20251206
SNAPSYSN1000268020251207,SYSN10002680,489800,302,236,1,20251207
SNAPSYSN1000268020251208,SYSN10002680,482200,301,238,2,20251208
SNAPSYSN1000268020251209,SYSN10002680,485800,303,238,0,20251209
SNAPSYSN1000268020251210,SYSN10002680,491700,301,240,2,20251210
SNAPSYSN1000268020251211,SYSN10002680,418200,301,242,2,20251211
SNAPSYSN1000268020251212,SYSN10002680,418200,300,245,3,20251212
SNAPSYSN1000268020251213,SYSN10002680,485800,302,246,1,20251213
SNAPSYSN1000268020251214,SYSN10002680,481100,302,247,1,20251214
SNAPSYSN1000268020251215,SYSN10002680,469600,303,247,0,20251215
SNAPSYSN1000268020251216,SYSN10002680,473900,302,248,1,20251216
SNAPSYSN1000268020251217,SYSN10002680,500600,303,248,0,20251217
SNAPSYSN1000268020251218,SYSN10002680,497300,303,248,0,20251218
SNAPSYSN1000268020251219,SYSN10002680,499900,300,251,3,20251219
SNAPSYSN1000268020251220,SYSN10002680,494800,303,251,0,20251220
SNAPSYSN1000268020251221,SYSN10002680,498400,302,252,1,20251221
SNAPSYSN1000268020251222,SYSN10002680,483100,301,254,2,20251222
SNAPSYSN1000268020251223,SYSN10002680,479900,303,254,0,20251223
SNAPSYSN1000268020251224,SYSN10002680,470500,303,254,0,20251224
SNAPSYSN1000268020251225,SYSN10002680,418200,303,254,0,20251225
SNAPSYSN1000268020251226,SYSN10002680,499500,302,255,1,20251226
SNAPSYSN1000268020251227,SYSN10002680,472800,302,256,1,20251227
SNAPSYSN1000268020251228,SYSN10002680,501000,303,256,0,20251228
SNAPSYSN1000268020251229,SYSN10002680,485200,303,256,0,20251229
SNAPSYSN1000268020251230,SYSN10002680,469100,301,258,2,20251230
SNAPSYSN1000268020251231,SYSN10002680,469600,303,258,0,20251231
SNAPSYSN1000176520251002,SYSN10001765,177200,473,559,0,20251002
SNAPSYSN1000176520251003,SYSN10001765,177900,472,560,1,20251003
SNAPSYSN1000176520251004,SYSN10001765,180100,473,560,0,20251004
SNAPSYSN1000176520251005,SYSN10001765,181900,472,561,1,20251005
SNAPSYSN1000176520251006,SYSN10001765,171200,473,561,0,20251006
SNAPSYSN1000176520251007,SYSN10001765,175500,473,561,0,20251007
SNAPSYSN1000176520251008,SYSN10001765,179700,472,562,1,20251008
SNAPSYSN1000176520251009,SYSN10001765,152200,472,563,1,20251009
SNAPSYSN1000176520251010,SYSN10001765,152200,470,566,3,20251010
SNAPSYSN1000176520251011,SYSN10001765,179100,473,566,0,20251011
SNAPSYSN1000176520251012,SYSN10001765,181800,473,566,0,20251012
SNAPSYSN1000176520251013,SYSN10001765,171400,473,566,0,20251013
SNAPSYSN1000176520251014,SYSN10001765,176600,473,566,0,20251014
SNAPSYSN1000176520251015,SYSN10001765,175500,473,566,0,20251015
SNAPSYSN1000176520251016,SYSN10001765,176000,472,567,1,20251016
SNAPSYSN1000176520251017,SYSN10001765,170900,473,567,0,20251017
SNAPSYSN1000176520251018,SYSN10001765,178000,472,568,1,20251018
SNAPSYSN1000176520251019,SYSN10001765,182300,473,568,0,20251019
SNAPSYSN1000176520251020,SYSN10001765,181300,473,568,0,20251020
SNAPSYSN1000176520251021,SYSN10001765,170800,473,568,0,20251021
SNAPSYSN1000176520251022,SYSN10001765,179800,472,569,1,20251022
SNAPSYSN1000176520251023,SYSN10001765,178000,473,569,0,20251023
SNAPSYSN1000176520251024,SYSN10001765,174400,472,570,1,20251024
SNAPSYSN1000176520251025,SYSN10001765,182100,472,571,1,20251025
SNAPSYSN1000176520251026,SYSN10001765,175400,473,571,0,20251026
SNAPSYSN1000176520251027,SYSN10001765,179300,472,572,1,20251027
SNAPSYSN1000176520251028,SYSN10001765,172800,473,572,0,20251028
SNAPSYSN1000176520251029,SYSN10001765,172500,472,573,1,20251029
SNAPSYSN1000176520251030,SYSN10001765,181300,472,574,1,20251030
SNAPSYSN1000176520251031,SYSN10001765,171400,473,574,0,20251031
SNAPSYSN1000176520251101,SYSN10001765,172500,472,575,1,20251101
SNAPSYSN1000176520251102,SYSN10001765,176700,473,575,0,20251102
SNAPSYSN1000176520251103,SYSN10001765,174500,470,578,3,20251103
SNAPSYSN1000176520251104,SYSN10001765,173500,472,579,1,20251104
SNAPSYSN1000176520251105,SYSN10001765,171600,473,579,0,20251105
SNAPSYSN1000176520251106,SYSN10001765,170900,472,580,1,20251106
SNAPSYSN1000176520251107,SYSN10001765,179400,472,581,1,20251107
SNAPSYSN1000176520251108,SYSN10001765,180300,472,582,1,20251108
SNAPSYSN1000176520251109,SYSN10001765,174600,473,582,0,20251109
SNAPSYSN1000176520251110,SYSN10001765,152200,472,583,1,20251110
SNAPSYSN1000176520251111,SYSN10001765,152200,469,587,4,20251111
SNAPSYSN1000176520251112,SYSN10001765,175500,473,587,0,20251112
SNAPSYSN1000176520251113,SYSN10001765,174700,473,587,0,20251113
SNAPSYSN1000176520251114,SYSN10001765,179600,473,587,0,20251114
SNAPSYSN1000176520251115,SYSN10001765,178100,472,588,1,20251115
SNAPSYSN1000176520251116,SYSN10001765,180000,469,592,4,20251116
SNAPSYSN1000176520251117,SYSN10001765,171100,473,592,0,20251117
SNAPSYSN1000176520251118,SYSN10001765,176000,473,592,0,20251118
SNAPSYSN1000176520251119,SYSN10001765,177200,472,593,1,20251119
SNAPSYSN1000176520251120,SYSN10001765,171400,472,594,1,20251120
SNAPSYSN1000176520251121,SYSN10001765,180000,473,594,0,20251121
SNAPSYSN1000176520251122,SYSN10001765,175100,469,598,4,20251122
SNAPSYSN1000176520251123,SYSN10001765,177600,473,598,0,20251123
SNAPSYSN1000176520251124,SYSN10001765,177000,472,599,1,20251124
SNAPSYSN1000176520251125,SYSN10001765,172200,473,599,0,20251125
SNAPSYSN1000176520251126,SYSN10001765,170800,473,599,0,20251126
SNAPSYSN1000176520251127,SYSN10001765,180500,472,600,1,20251127
SNAPSYSN1000176520251128,SYSN10001765,172200,472,601,1,20251128
SNAPSYSN1000176520251129,SYSN10001765,181500,472,602,1,20251129
SNAPSYSN1000176520251130,SYSN10001765,178500,473,602,0,20251130
SNAPSYSN1000176520251201,SYSN10001765,173500,472,603,1,20251201
SNAPSYSN1000176520251202,SYSN10001765,175400,472,604,1,20251202
SNAPSYSN1000176520251203,SYSN10001765,173200,473,604,0,20251203
SNAPSYSN1000176520251204,SYSN10001765,180500,471,606,2,20251204
SNAPSYSN1000176520251205,SYSN10001765,170100,473,606,0,20251205
SNAPSYSN1000176520251206,SYSN10001765,172700,471,608,2,20251206
SNAPSYSN1000176520251207,SYSN10001765,180200,473,608,0,20251207
SNAPSYSN1000176520251208,SYSN10001765,175000,473,608,0,20251208
SNAPSYSN1000176520251209,SYSN10001765,172400,472,609,1,20251209
SNAPSYSN1000176520251210,SYSN10001765,175200,473,609,0,20251210
SNAPSYSN1000176520251211,SYSN10001765,152200,470,612,3,20251211
SNAPSYSN1000176520251212,SYSN10001765,152200,469,616,4,20251212
SNAPSYSN1000176520251213,SYSN10001765,175900,471,618,2,20251213
SNAPSYSN1000176520251214,SYSN10001765,172400,473,618,0,20251214
SNAPSYSN1000176520251215,SYSN10001765,173700,473,618,0,20251215
SNAPSYSN1000176520251216,SYSN10001765,173500,470,621,3,20251216
SNAPSYSN1000176520251217,SYSN10001765,171700,473,621,0,20251217
SNAPSYSN1000176520251218,SYSN10001765,172900,472,622,1,20251218
SNAPSYSN1000176520251219,SYSN10001765,170500,472,623,1,20251219
SNAPSYSN1000176520251220,SYSN10001765,178100,473,623,0,20251220
SNAPSYSN1000176520251221,SYSN10001765,181500,472,624,1,20251221
SNAPSYSN1000176520251222,SYSN10001765,170700,471,626,2,20251222
SNAPSYSN1000176520251223,SYSN10001765,177800,472,627,1,20251223
SNAPSYSN1000176520251224,SYSN10001765,179800,472,628,1,20251224
SNAPSYSN1000176520251225,SYSN10001765,152200,470,631,3,20251225
SNAPSYSN1000176520251226,SYSN10001765,180300,472,632,1,20251226
SNAPSYSN1000176520251227,SYSN10001765,171500,472,633,1,20251227
SNAPSYSN1000176520251228,SYSN10001765,176400,473,633,0,20251228
SNAPSYSN1000176520251229,SYSN10001765,177400,473,633,0,20251229
SNAPSYSN1000176520251230,SYSN10001765,179900,473,633,0,20251230
SNAPSYSN1000176520251231,SYSN10001765,179300,472,634,1,20251231
SNAPSYSN1000112320251002,SYSN10001123,177200,217,5,1,20251002
SNAPSYSN1000112320251003,SYSN10001123,186600,216,7,2,20251003
SNAPSYSN1000112320251004,SYSN10001123,183000,217,8,1,20251004
SNAPSYSN1000112320251005,SYSN10001123,187500,218,8,0,20251005
SNAPSYSN1000112320251006,SYSN10001123,180100,218,8,0,20251006
SNAPSYSN1000112320251007,SYSN10001123,184900,217,9,1,20251007
SNAPSYSN1000112320251008,SYSN10001123,187400,218,9,0,20251008
SNAPSYSN1000112320251009,SYSN10001123,156400,217,10,1,20251009
SNAPSYSN1000112320251010,SYSN10001123,156400,215,13,3,20251010
SNAPSYSN1000112320251011,SYSN10001123,177600,217,14,1,20251011
SNAPSYSN1000112320251012,SYSN10001123,181200,217,15,1,20251012
SNAPSYSN1000112320251013,SYSN10001123,179300,218,15,0,20251013
SNAPSYSN1000112320251014,SYSN10001123,179900,217,16,1,20251014
SNAPSYSN1000112320251015,SYSN10001123,184500,217,17,1,20251015
SNAPSYSN1000112320251016,SYSN10001123,186000,218,17,0,20251016
SNAPSYSN1000112320251017,SYSN10001123,181600,216,19,2,20251017
SNAPSYSN1000112320251018,SYSN10001123,177800,217,20,1,20251018
SNAPSYSN1000112320251019,SYSN10001123,187100,218,20,0,20251019
SNAPSYSN1000112320251020,SYSN10001123,184400,217,21,1,20251020
SNAPSYSN1000112320251021,SYSN10001123,180900,218,21,0,20251021
SNAPSYSN1000112320251022,SYSN10001123,183000,218,21,0,20251022
SNAPSYSN1000112320251023,SYSN10001123,186200,218,21,0,20251023
SNAPSYSN1000112320251024,SYSN10001123,182300,217,22,1,20251024
SNAPSYSN1000112320251025,SYSN10001123,187300,218,22,0,20251025
SNAPSYSN1000112320251026,SYSN10001123,177000,216,24,2,20251026
SNAPSYSN1000112320251027,SYSN10001123,176000,218,24,0,20251027
SNAPSYSN1000112320251028,SYSN10001123,175700,218,24,0,20251028
SNAPSYSN1000112320251029,SYSN10001123,176500,217,25,1,20251029
SNAPSYSN1000112320251030,SYSN10001123,184800,217,26,1,20251030
SNAPSYSN1000112320251031,SYSN10001123,183000,217,27,1,20251031
SNAPSYSN1000112320251101,SYSN10001123,180600,217,28,1,20251101
SNAPSYSN1000112320251102,SYSN10001123,180800,218,28,0,20251102
SNAPSYSN1000112320251103,SYSN10001123,185100,218,28,0,20251103
SNAPSYSN1000112320251104,SYSN10001123,176800,218,28,0,20251104
SNAPSYSN1000112320251105,SYSN10001123,185600,218,28,0,20251105
SNAPSYSN1000112320251106,SYSN10001123,183600,218,28,0,20251106
SNAPSYSN1000112320251107,SYSN10001123,184700,217,29,1,20251107
SNAPSYSN1000112320251108,SYSN10001123,177600,218,29,0,20251108
SNAPSYSN1000112320251109,SYSN10001123,182100,216,31,2,20251109
SNAPSYSN1000112320251110,SYSN10001123,156400,216,33,2,20251110
SNAPSYSN1000112320251111,SYSN10001123,156400,212,39,6,20251111
SNAPSYSN1000112320251112,SYSN10001123,180100,218,39,0,20251112
SNAPSYSN1000112320251113,SYSN10001123,177700,218,39,0,20251113
SNAPSYSN1000112320251114,SYSN10001123,184400,218,39,0,20251114
SNAPSYSN1000112320251115,SYSN10001123,185500,218,39,0,20251115
SNAPSYSN1000112320251116,SYSN10001123,180900,217,40,1,20251116
SNAPSYSN1000112320251117,SYSN10001123,186800,217,41,1,20251117
SNAPSYSN1000112320251118,SYSN10001123,181600,218,41,0,20251118
SNAPSYSN1000112320251119,SYSN10001123,175700,217,42,1,20251119
SNAPSYSN1000112320251120,SYSN10001123,186700,217,43,1,20251120
SNAPSYSN1000112320251121,SYSN10001123,180800,218,43,0,20251121
SNAPSYSN1000112320251122,SYSN10001123,177100,217,44,1,20251122
SNAPSYSN1000112320251123,SYSN10001123,176000,218,44,0,20251123
SNAPSYSN1000112320251124,SYSN10001123,180400,218,44,0,20251124
SNAPSYSN1000112320251125,SYSN10001123,182100,216,46,2,20251125
SNAPSYSN1000112320251126,SYSN10001123,186900,218,46,0,20251126
SNAPSYSN1000112320251127,SYSN10001123,182900,218,46,0,20251127
SNAPSYSN1000112320251128,SYSN10001123,183100,218,46,0,20251128
SNAPSYSN1000112320251129,SYSN10001123,184600,218,46,0,20251129
SNAPSYSN1000112320251130,SYSN10001123,186500,218,46,0,20251130
SNAPSYSN1000112320251201,SYSN10001123,184500,218,46,0,20251201
SNAPSYSN1000112320251202,SYSN10001123,178500,216,48,2,20251202
SNAPSYSN1000112320251203,SYSN10001123,178200,218,48,0,20251203
SNAPSYSN1000112320251204,SYSN10001123,183000,215,51,3,20251204
SNAPSYSN1000112320251205,SYSN10001123,181600,216,53,2,20251205
SNAPSYSN1000112320251206,SYSN10001123,180500,217,54,1,20251206
SNAPSYSN1000112320251207,SYSN10001123,178900,214,58,4,20251207
SNAPSYSN1000112320251208,SYSN10001123,182000,218,58,0,20251208
SNAPSYSN1000112320251209,SYSN10001123,183000,218,58,0,20251209
SNAPSYSN1000112320251210,SYSN10001123,184400,218,58,0,20251210
SNAPSYSN1000112320251211,SYSN10001123,156400,217,59,1,20251211
SNAPSYSN1000112320251212,SYSN10001123,156400,217,60,1,20251212
