ma_giao_dich,ma_khach_hang,ma_san_pham,ngay_giao_dich,gia_tri_sau_giam,co_bat_thuong,phan_vi_25,phan_vi_75,khoang_tu_phan_vi
TX0000045241209019,CUS0000045,SYSN10002272,2024-12-09,702000,0,321000.0,665600.0,344600.0
TX0000045241222020,CUS0000045,SYSN10003064,2024-12-22,1372900,0,475725.0,1103925.0,628200.0
TX0000045250412021,CUS0000045,SYSN10002753,2025-04-12,621900,0,315850.0,940225.0,624375.0
TX0000045250719022,CUS0000045,SYSN10000192,2025-07-19,345800,0,345250.0,825600.0,480350.0
TX0000045250913023,CUS0000045,SYSN10005531,2025-09-13,1237800,0,618150.0,1830675.0,1212525.0
TX0000045251027024,CUS0000045,SYSN10002096,2025-10-27,957000,0,490900.0,1339750.0,848850.0
TX0000045251109025,CUS0000045,SYSN10000042,2025-11-09,230000,0,266200.0,332800.0,66600.0
TX0000045251111026,CUS0000045,SYSN10007000,2025-11-11,216000,0,349675.0,743800.0,394125.0
TX0000045251206027,CUS0000045,SYSN10007987,2025-12-06,975800,0,506250.0,1050100.0,543850.0
TX0000046240607000,CUS0000046,SYSN10000120,2024-06-07,502100,1,201850.0,237850.0,36000.0
TX0000046240823001,CUS0000046,SYSN10003255,2024-08-23,71500,0,39650.0,56850.0,17200.0
TX0000046250918002,CUS0000046,SYSN10005337,2025-09-18,230000,0,226800.0,249000.0,22200.0
TX0000046251028003,CUS0000046,SYSN10006013,2025-10-28,437900,1,139100.0,244100.0,105000.0
TX0000046251207004,CUS0000046,SYSN10004656,2025-12-07,168500,0,158200.0,173900.0,15700.0
TX0000047240729000,CUS0000047,SYSN10006964,2024-07-29,197100,0,176900.0,196900.0,20000.0
TX0000047241022001,CUS0000047,SYSN10001019,2024-10-22,264400,1,123250.0,161275.0,38025.0
TX0000047250317002,CUS0000047,SYSN10000954,2025-03-17,114400,0,115400.0,177050.0,61650.0
TX0000047250403003,CUS0000047,SYSN10004882,2025-04-03,116400,0,117900.0,256800.0,138900.0
TX0000047251026004,CUS0000047,SYSN10000092,2025-10-26,361300,0,345225.0,674775.0,329550.0
TX0000047251117005,CUS0000047,SYSN10000081,2025-11-17,143200,0,142300.0,149525.0,7225.0
TX0000048240529000,CUS0000048,SYSN10003415,2024-05-29,1614300,0,549100.0,1163400.0,614300.0
TX0000048240530001,CUS0000048,SYSN10001582,2024-05-30,1126200,0,708900.0,1551050.0,842150.0
TX0000048240604002,CUS0000048,SYSN10002827,2024-06-04,406900,0,501400.0,1393700.0,892300.0
TX0000048240815004,CUS0000048,SYSN10006965,2024-08-15,719700,0,672800.0,1807700.0,1134900.0
TX0000048240918005,CUS0000048,SYSN10002389,2024-09-18,2442000,0,806500.0,1705250.0,898750.0
TX0000048240919006,CUS0000048,SYSN10007586,2024-09-19,1031600,0,524250.0,1483350.0,959100.0
TX0000048241005008,CUS0000048,SYSN10001727,2024-10-05,597300,0,700400.0,1908725.0,1208325.0
TX0000048241013009,CUS0000048,SYSN10002706,2024-10-13,1135800,0,540425.0,1464725.0,924300.0
TX0000048241104010,CUS0000048,SYSN10007908,2024-11-04,1198000,0,578750.0,1252250.0,673500.0
TX0000048241111011,CUS0000048,SYSN10000463,2024-11-11,1539700,0,513200.0,1452300.0,939100.0
TX0000048241111012,CUS0000048,SYSN10000289,2024-11-11,2002500,0,649300.0,1785500.0,1136200.0
TX0000048241120013,CUS0000048,SYSN10007586,2024-11-20,2048400,0,524250.0,1483350.0,959100.0
TX0000048241129014,CUS0000048,SYSN10004621,2024-11-29,716300,0,764400.0,1622300.0,857900.0
TX0000048241230016,CUS0000048,SYSN10005174,2024-12-30,3269000,1,634800.0,1299550.0,664750.0
TX0000048250223017,CUS0000048,SYSN10007899,2025-02-23,1249800,0,592300.0,1316900.0,724600.0
TX0000048250301018,CUS0000048,SYSN10002809,2025-03-01,531900,0,568000.0,1569800.0,1001800.0
TX0000048250308019,CUS0000048,SYSN10005011,2025-03-08,489500,0,694975.0,1780600.0,1085625.0
TX0000048250402020,CUS0000048,SYSN10001823,2025-04-02,1283000,0,648625.0,1396250.0,747625.0
TX0000048250716022,CUS0000048,SYSN10001196,2025-07-16,686700,0,687300.0,1617250.0,929950.0
TX0000048251025023,CUS0000048,SYSN10002706,2025-10-25,507500,0,540425.0,1464725.0,924300.0
TX0000048251105024,CUS0000048,SYSN10000994,2025-11-05,547300,0,503900.0,1100600.0,596700.0
TX0000048251111025,CUS0000048,SYSN10003338,2025-11-11,804200,0,580850.0,1285325.0,704475.0
TX0000048251121026,CUS0000048,SYSN10002663,2025-11-21,1304400,0,619550.0,1296750.0,677200.0
TX0000048251126027,CUS0000048,SYSN10004375,2025-11-26,1644900,0,489150.0,1095100.0,605950.0
TX0000049250515000,CUS0000049,SYSN10000103,2025-05-15,330300,0,98950.0,203000.0,104050.0
TX0000049250811001,CUS0000049,SYSN10004219,2025-08-11,167000,0,196325.0,246725.0,50400.0
TX0000049251118002,CUS0000049,SYSN10006555,2025-11-18,385000,0,137650.0,267650.0,130000.0
TX0000050241129000,CUS0000050,SYSN10004681,2024-11-29,233400,0,188100.0,401800.0,213700.0
TX0000050241221001,CUS0000050,SYSN10000930,2024-12-21,68400,0,67700.0,127050.0,59350.0
TX0000050250902002,CUS0000050,SYSN10003313,2025-09-02,212100,0,183975.0,252875.0,68900.0
TX0000051230602000,CUS0000051,SYSN10006143,2023-06-02,166100,0,148750.0,168800.0,20050.0
TX0000051230626001,CUS0000051,SYSN10001594,2023-06-26,205700,0,176025.0,203575.0,27550.0
TX0000052250630000,CUS0000052,SYSN10000574,2025-06-30,442900,0,510550.0,1284500.0,773950.0
TX0000052250721002,CUS0000052,SYSN10001727,2025-07-21,2014800,0,700400.0,1908725.0,1208325.0
TX0000052250809003,CUS0000052,SYSN10005334,2025-08-09,1676200,0,659750.0,1398400.0,738650.0
TX0000052250812004,CUS0000052,SYSN10002732,2025-08-12,753100,0,827650.0,2232800.0,1405150.0
TX0000052250822005,CUS0000052,SYSN10000496,2025-08-22,602300,0,591700.0,1603700.0,1012000.0
TX0000052250914007,CUS0000052,SYSN10002672,2025-09-14,1893600,0,507700.0,1310400.0,802700.0
TX0000052250927009,CUS0000052,SYSN10006885,2025-09-27,3056600,0,1036525.0,2905125.0,1868600.0
TX0000052251005010,CUS0000052,SYSN10000606,2025-10-05,3021500,0,860250.0,2465125.0,1604875.0
TX0000052251005011,CUS0000052,SYSN10006393,2025-10-05,1587900,0,578300.0,1542300.0,964000.0
TX0000052251008012,CUS0000052,SYSN10002702,2025-10-08,3863500,0,772650.0,2032000.0,1259350.0
TX0000052251010013,CUS0000052,SYSN10003576,2025-10-10,310900,0,685825.0,1488200.0,802375.0
TX0000052251029014,CUS0000052,SYSN10007025,2025-10-29,3404800,0,880600.0,1895800.0,1015200.0
TX0000052251031015,CUS0000052,SYSN10002096,2025-10-31,801000,0,490900.0,1339750.0,848850.0
TX0000052251105016,CUS0000052,SYSN10002139,2025-11-05,2341100,0,611400.0,1318800.0,707400.0
TX0000052251109017,CUS0000052,SYSN10002020,2025-11-09,657700,0,619050.0,1549350.0,930300.0
TX0000052251110018,CUS0000052,SYSN10001160,2025-11-10,479300,0,704300.0,1637500.0,933200.0
TX0000052251111019,CUS0000052,SYSN10007079,2025-11-11,387500,0,491875.0,1084575.0,592700.0
TX0000052251114020,CUS0000052,SYSN10006349,2025-11-14,397800,0,489400.0,1178400.0,689000.0
TX0000052251116021,CUS0000052,SYSN10000428,2025-11-16,1918600,0,939600.0,2701800.0,1762200.0
TX0000052251118022,CUS0000052,SYSN10001345,2025-11-18,1168600,0,563925.0,1454475.0,890550.0
TX0000052251206025,CUS0000052,SYSN10000895,2025-12-06,525400,0,518575.0,1333600.0,815025.0
TX0000052251221027,CUS0000052,SYSN10006943,2025-12-21,3450400,0,811700.0,2045100.0,1233400.0
TX0000053240209000,CUS0000053,SYSN10007893,2024-02-09,78200,0,89400.0,166400.0,77000.0
TX0000053240414001,CUS0000053,SYSN10000661,2024-04-14,299400,0,139275.0,296100.0,156825.0
TX0000053240901002,CUS0000053,SYSN10007045,2024-09-01,138300,0,136275.0,231050.0,94775.0
TX0000054230523000,CUS0000054,SYSN10001586,2023-05-23,382300,0,373850.0,776100.0,402250.0
TX0000054230902001,CUS0000054,SYSN10001358,2023-09-02,318700,0,302400.0,615400.0,313000.0
TX0000054231012002,CUS0000054,SYSN10004954,2023-10-12,892800,0,288325.0,581000.0,292675.0
TX0000054231113003,CUS0000054,SYSN10006546,2023-11-13,1076400,0,274150.0,621950.0,347800.0
TX0000054240326004,CUS0000054,SYSN10000509,2024-03-26,529300,0,507875.0,1466225.0,958350.0
TX0000054240408005,CUS0000054,SYSN10006672,2024-04-08,841600,0,804400.0,2271200.0,1466800.0
TX0000054240511006,CUS0000054,SYSN10006517,2024-05-11,1134600,0,365125.0,793125.0,428000.0
TX0000054240616007,CUS0000054,SYSN10006053,2024-06-16,710000,0,364825.0,727700.0,362875.0
TX0000054240916009,CUS0000054,SYSN10001196,2024-09-16,1494600,0,687300.0,1617250.0,929950.0
TX0000054240928010,CUS0000054,SYSN10000393,2024-09-28,820800,0,373900.0,820800.0,446900.0
TX0000054241014011,CUS0000054,SYSN10002068,2024-10-14,474700,0,500100.0,1345525.0,845425.0
TX0000054241119012,CUS0000054,SYSN10003929,2024-11-19,274100,0,274100.0,917100.0,643000.0
TX0000054241120013,CUS0000054,SYSN10006192,2024-11-20,796100,0,285800.0,625750.0,339950.0
TX0000054250210015,CUS0000054,SYSN10000879,2025-02-10,1281900,0,376650.0,775350.0,398700.0
TX0000054250217016,CUS0000054,SYSN10003321,2025-02-17,937900,0,309800.0,691600.0,381800.0
TX0000054250323017,CUS0000054,SYSN10004270,2025-03-23,344600,0,337600.0,704750.0,367150.0
TX0000054250424018,CUS0000054,SYSN10004621,2025-04-24,783000,0,764400.0,1622300.0,857900.0
TX0000054250617019,CUS0000054,SYSN10001424,2025-06-17,281900,0,271000.0,602800.0,331800.0
TX0000054250714020,CUS0000054,SYSN10004633,2025-07-14,428700,0,414550.0,865650.0,451100.0
TX0000054250726021,CUS0000054,SYSN10002862,2025-07-26,375900,0,382525.0,872450.0,489925.0
TX0000054250808022,CUS0000054,SYSN10005531,2025-08-08,813200,0,618150.0,1830675.0,1212525.0
TX0000054250812023,CUS0000054,SYSN10004320,2025-08-12,431100,0,582050.0,1446600.0,864550.0
TX0000054250814024,CUS0000054,SYSN10006489,2025-08-14,623400,0,699700.0,1882400.0,1182700.0
TX0000054251107025,CUS0000054,SYSN10000212,2025-11-07,1261100,0,412650.0,864700.0,452050.0
TX0000054251127026,CUS0000054,SYSN10000624,2025-11-27,344300,0,324250.0,660550.0,336300.0
TX0000054251217027,CUS0000054,SYSN10003091,2025-12-17,333200,0,321800.0,648800.0,327000.0
TX0000055251028000,CUS0000055,SYSN10007240,2025-10-28,127200,0,127150.0,221450.0,94300.0
TX0000055251123001,CUS0000055,SYSN10002948,2025-11-23,249400,1,111325.0,161200.0,49875.0
TX0000056220326000,CUS0000056,SYSN10004624,2022-03-26,146100,0,143300.0,265400.0,122100.0
TX0000056220408001,CUS0000056,SYSN10000110,2022-04-08,111200,0,111200.0,117300.0,6100.0
TX0000056220803002,CUS0000056,SYSN10002334,2022-08-03,491000,0,474800.0,1427900.0,953100.0
TX0000056220814003,CUS0000056,SYSN10003063,2022-08-14,546700,0,354850.0,745800.0,390950.0
TX0000056221125004,CUS0000056,SYSN10005077,2022-11-25,136600,0,132800.0,141900.0,9100.0
TX0000056221209005,CUS0000056,SYSN10000173,2022-12-09,284600,0,284600.0,284600.0,0.0
TX0000056230714006,CUS0000056,SYSN10000825,2023-07-14,194900,0,216600.0,339000.0,122400.0
TX0000056231116007,CUS0000056,SYSN10001903,2023-11-16,116300,0,117750.0,188800.0,71050.0
TX0000056240703008,CUS0000056,SYSN10004270,2024-07-03,351900,0,337600.0,704750.0,367150.0
TX0000056240918009,CUS0000056,SYSN10004493,2024-09-18,284700,0,268775.0,280275.0,11500.0
TX0000056250410010,CUS0000056,SYSN10002778,2025-04-10,191900,0,112025.0,212075.0,100050.0
TX0000056251215011,CUS0000056,SYSN10001087,2025-12-15,164000,0,155600.0,265000.0,109400.0
TX0000057251129000,CUS0000057,SYSN10001057,2025-11-29,125400,0,127400.0,251650.0,124250.0
TX0000057251218001,CUS0000057,SYSN10005075,2025-12-18,502400,0,260900.0,498750.0,237850.0
TX0000057251223003,CUS0000057,SYSN10007487,2025-12-23,288800,0,150300.0,295700.0,145400.0
TX0000057251228004,CUS0000057,SYSN10004395,2025-12-28,178000,0,174725.0,191600.0,16875.0
TX0000058241202000,CUS0000058,SYSN10007606,2024-12-02,1009800,0,348600.0,748800.0,400200.0
TX0000058241203001,CUS0000058,SYSN10006551,2024-12-03,417300,0,415575.0,901500.0,485925.0
TX0000058241204002,CUS0000058,SYSN10000994,2024-12-04,512400,0,503900.0,1100600.0,596700.0
TX0000058241204003,CUS0000058,SYSN10006142,2024-12-04,949100,0,512600.0,1052400.0,539800.0
TX0000058241212004,CUS0000058,SYSN10006892,2024-12-12,238300,0,525325.0,1231800.0,706475.0
TX0000058241212006,CUS0000058,SYSN10003899,2024-12-12,308500,0,302400.0,778100.0,475700.0
TX0000058241220007,CUS0000058,SYSN10005019,2024-12-20,359800,0,351525.0,702775.0,351250.0
TX0000058241221008,CUS0000058,SYSN10006152,2024-12-21,377700,0,517325.0,1425525.0,908200.0
TX0000058241224009,CUS0000058,SYSN10000230,2024-12-24,326300,0,299450.0,628150.0,328700.0
TX0000059230919000,CUS0000059,SYSN10005615,2023-09-19,125100,0,113725.0,127050.0,13325.0
TX0000059231103001,CUS0000059,SYSN10001688,2023-11-03,219000,0,202575.0,247250.0,44675.0
TX0000059240221002,CUS0000059,SYSN10003641,2024-02-21,296000,0,146700.0,286600.0,139900.0
TX0000059240405003,CUS0000059,SYSN10003387,2024-04-05,310600,0,137850.0,258475.0,120625.0
TX0000059251113004,CUS0000059,SYSN10006907,2025-11-13,290900,0,301950.0,649575.0,347625.0
TX0000059251130005,CUS0000059,SYSN10006712,2025-11-30,251500,0,251975.0,277925.0,25950.0
TX0000060240506000,CUS0000060,SYSN10003307,2024-05-06,1251300,0,722600.0,987600.0,265000.0
TX0000060240629001,CUS0000060,SYSN10004922,2024-06-29,831900,0,335950.0,682100.0,346150.0
TX0000060240712002,CUS0000060,SYSN10004474,2024-07-12,548600,0,290400.0,545600.0,255200.0
TX0000060240721003,CUS0000060,SYSN10000518,2024-07-21,264500,0,269000.0,492800.0,223800.0
TX0000060240731004,CUS0000060,SYSN10007662,2024-07-31,571200,0,344800.0,743650.0,398850.0
TX0000060240808005,CUS0000060,SYSN10007673,2024-08-08,1020000,0,1177550.0,3195350.0,2017800.0
TX0000060240825006,CUS0000060,SYSN10001523,2024-08-25,780200,0,351250.0,755000.0,403750.0
TX0000060240826007,CUS0000060,SYSN10006211,2024-08-26,310400,0,302650.0,665100.0,362450.0
TX0000061241205000,CUS0000061,SYSN10002585,2024-12-05,421300,0,452975.0,922000.0,469025.0
TX0000061241207001,CUS0000061,SYSN10002014,2024-12-07,243700,0,231500.0,282700.0,51200.0
TX0000061241212002,CUS0000061,SYSN10001699,2024-12-12,139300,0,276800.0,623350.0,346550.0
TX0000061241231004,CUS0000061,SYSN10002189,2024-12-31,91700,0,91700.0,197000.0,105300.0
TX0000062250528000,CUS0000062,SYSN10006644,2025-05-28,188900,0,143600.0,262200.0,118600.0
TX0000062250630001,CUS0000062,SYSN10004997,2025-06-30,151300,0,228500.0,497900.0,269400.0
TX0000062250803002,CUS0000062,SYSN10003898,2025-08-03,258200,1,133850.0,167600.0,33750.0
TX0000062250808003,CUS0000062,SYSN10001415,2025-08-08,230100,0,169975.0,255150.0,85175.0
TX0000062250811004,CUS0000062,SYSN10001577,2025-08-11,211800,0,211800.0,227700.0,15900.0
TX0000062250823005,CUS0000062,SYSN10005371,2025-08-23,104200,0,106400.0,216775.0,110375.0
TX0000062250909006,CUS0000062,SYSN10003209,2025-09-09,98600,0,107775.0,234600.0,126825.0
TX0000062251120008,CUS0000062,SYSN10003996,2025-11-20,311600,0,291300.0,593900.0,302600.0
TX0000062251124009,CUS0000062,SYSN10003509,2025-11-24,349700,0,309950.0,567350.0,257400.0
TX0000062251212010,CUS0000062,SYSN10003864,2025-12-12,262900,0,183450.0,331550.0,148100.0
TX0000062251212011,CUS0000062,SYSN10000969,2025-12-12,102500,0,144725.0,244575.0,99850.0
TX0000063231225000,CUS0000063,SYSN10006912,2023-12-25,105700,0,137300.0,197850.0,60550.0
TX0000063231226001,CUS0000063,SYSN10007439,2023-12-26,133100,0,120500.0,236500.0,116000.0
TX0000064231224000,CUS0000064,SYSN10004887,2023-12-24,345600,1,127400.0,208300.0,80900.0
TX0000064231227001,CUS0000064,SYSN10002836,2023-12-27,40400,0,40100.0,40600.0,500.0
TX0000065220302000,CUS0000065,SYSN10004793,2022-03-02,233100,1,120900.0,134600.0,13700.0
TX0000065220625001,CUS0000065,SYSN10000877,2022-06-25,110800,0,111450.0,116100.0,4650.0
TX0000065221007002,CUS0000065,SYSN10004146,2022-10-07,115400,0,107850.0,133800.0,25950.0
TX0000065231125004,CUS0000065,SYSN10003048,2023-11-25,109100,0,95875.0,109550.0,13675.0
TX0000065240306005,CUS0000065,SYSN10000051,2024-03-06,132500,0,104100.0,126900.0,22800.0
TX0000065241010006,CUS0000065,SYSN10007771,2024-10-10,166100,0,139600.0,301600.0,162000.0
TX0000065241208007,CUS0000065,SYSN10001472,2024-12-08,467600,0,238700.0,533550.0,294850.0
TX0000065250413008,CUS0000065,SYSN10003776,2025-04-13,208000,0,98850.0,164475.0,65625.0
TX0000065251104009,CUS0000065,SYSN10004397,2025-11-04,839400,0,403450.0,627800.0,224350.0
TX0000065251230011,CUS0000065,SYSN10006113,2025-12-30,233200,0,115000.0,236000.0,121000.0
TX0000066241031000,CUS0000066,SYSN10002481,2024-10-31,105300,1,137700.0,155350.0,17650.0
TX0000066241105001,CUS0000066,SYSN10007071,2024-11-05,476200,0,211600.0,476200.0,264600.0
TX0000066250325002,CUS0000066,SYSN10001942,2025-03-25,336900,0,369700.0,738050.0,368350.0
TX0000066250411003,CUS0000066,SYSN10001079,2025-04-11,259200,0,258200.0,260000.0,1800.0
TX0000066250714004,CUS0000066,SYSN10003177,2025-07-14,267800,0,254475.0,332750.0,78275.0
TX0000066250814005,CUS0000066,SYSN10005450,2025-08-14,331900,0,239400.0,435150.0,195750.0
TX0000067231208000,CUS0000067,SYSN10002892,2023-12-08,158100,0,146800.0,236150.0,89350.0
TX0000067231217001,CUS0000067,SYSN10005971,2023-12-17,183800,0,154825.0,322950.0,168125.0
TX0000067231228002,CUS0000067,SYSN10006013,2023-12-28,127800,0,139100.0,244100.0,105000.0
TX0000068241224000,CUS0000068,SYSN10000104,2024-12-24,153700,0,153100.0,338800.0,185700.0
TX0000068250819002,CUS0000068,SYSN10003011,2025-08-19,111300,0,109800.0,116900.0,7100.0
TX0000068251023003,CUS0000068,SYSN10003415,2025-10-23,485000,0,549100.0,1163400.0,614300.0
TX0000068251106004,CUS0000068,SYSN10003397,2025-11-06,126800,0,132350.0,274000.0,141650.0
TX0000068251211005,CUS0000068,SYSN10003542,2025-12-11,139700,0,167225.0,225125.0,57900.0
TX0000069250107000,CUS0000069,SYSN10001049,2025-01-07,250000,0,240950.0,454300.0,213350.0
TX0000069250314001,CUS0000069,SYSN10000361,2025-03-14,234300,0,238425.0,517300.0,278875.0
TX0000069250726002,CUS0000069,SYSN10004264,2025-07-26,144000,0,125650.0,184025.0,58375.0
TX0000069250906003,CUS0000069,SYSN10003256,2025-09-06,131800,0,226800.0,372600.0,145800.0
TX0000069250907004,CUS0000069,SYSN10000719,2025-09-07,144800,0,158800.0,220600.0,61800.0
TX0000069251212005,CUS0000069,SYSN10004061,2025-12-12,131400,0,216400.0,421100.0,204700.0
TX0000070240614000,CUS0000070,SYSN10007845,2024-06-14,413700,0,135400.0,339900.0,204500.0
TX0000070240831001,CUS0000070,SYSN10001733,2024-08-31,246800,1,120775.0,127000.0,6225.0
TX0000070241111002,CUS0000070,SYSN10007995,2024-11-11,131200,0,119600.0,182600.0,63000.0
TX0000070250911003,CUS0000070,SYSN10000872,2025-09-11,262400,0,135450.0,199100.0,63650.0
TX0000070251225005,CUS0000070,SYSN10000951,2025-12-25,93700,0,89125.0,129775.0,40650.0
TX0000071241201000,CUS0000071,SYSN10007597,2024-12-01,174900,0,158900.0,269100.0,110200.0
TX0000071241213002,CUS0000071,SYSN10006909,2024-12-13,153600,0,155775.0,284550.0,128775.0
TX0000071241220003,CUS0000071,SYSN10001417,2024-12-20,425000,1,212175.0,254825.0,42650.0
TX0000071241221004,CUS0000071,SYSN10000920,2024-12-21,154700,0,139700.0,155800.0,16100.0
TX0000072220714000,CUS0000072,SYSN10000574,2022-07-14,545100,0,510550.0,1284500.0,773950.0
TX0000072220808001,CUS0000072,SYSN10007389,2022-08-08,1510100,0,578900.0,1510100.0,931200.0
TX0000072221005002,CUS0000072,SYSN10004896,2022-10-05,3386000,0,674300.0,1771500.0,1097200.0
TX0000072230506003,CUS0000072,SYSN10000649,2023-05-06,2107200,0,700000.0,1750750.0,1050750.0
TX0000072230513004,CUS0000072,SYSN10002880,2023-05-13,3840300,0,1985725.0,4243050.0,2257325.0
TX0000072230617005,CUS0000072,SYSN10000285,2023-06-17,2417200,0,598450.0,1684050.0,1085600.0
TX0000072230620006,CUS0000072,SYSN10000894,2023-06-20,638000,0,601400.0,1466775.0,865375.0
TX0000072230628007,CUS0000072,SYSN10005531,2023-06-28,1877400,0,618150.0,1830675.0,1212525.0
TX0000072230630008,CUS0000072,SYSN10001774,2023-06-30,1216600,0,511650.0,1385175.0,873525.0
TX0000072230630009,CUS0000072,SYSN10002009,2023-06-30,325800,0,643750.0,1889550.0,1245800.0
TX0000072230803010,CUS0000072,SYSN10001394,2023-08-03,880100,0,489950.0,1199750.0,709800.0
TX0000072231010012,CUS0000072,SYSN10002880,2023-10-10,6422100,0,1985725.0,4243050.0,2257325.0
TX0000072231031013,CUS0000072,SYSN10007756,2023-10-31,1422400,0,703300.0,1471600.0,768300.0
TX0000072231107014,CUS0000072,SYSN10006585,2023-11-07,1575900,0,809800.0,1731000.0,921200.0
TX0000072240412016,CUS0000072,SYSN10000894,2024-04-12,601900,0,601400.0,1466775.0,865375.0
TX0000072240415017,CUS0000072,SYSN10007214,2024-04-15,434900,0,513200.0,1361600.0,848400.0
TX0000072240419018,CUS0000072,SYSN10004401,2024-04-19,578800,0,544675.0,1447875.0,903200.0
TX0000072240430019,CUS0000072,SYSN10007921,2024-04-30,1093500,0,525600.0,1126000.0,600400.0
TX0000072240614020,CUS0000072,SYSN10000817,2024-06-14,3140400,0,754900.0,1909200.0,1154300.0
TX0000072241101021,CUS0000072,SYSN10006892,2024-11-01,2304300,1,525325.0,1231800.0,706475.0
TX0000072250325022,CUS0000072,SYSN10001169,2025-03-25,1387700,0,513425.0,1042400.0,528975.0
TX0000072250520023,CUS0000072,SYSN10001394,2025-05-20,1962000,0,489950.0,1199750.0,709800.0
TX0000072250730024,CUS0000072,SYSN10002009,2025-07-30,2556800,0,643750.0,1889550.0,1245800.0
TX0000072250914025,CUS0000072,SYSN10004883,2025-09-14,668700,0,748000.0,1650350.0,902350.0
TX0000072251015026,CUS0000072,SYSN10006266,2025-10-15,2063400,0,564100.0,1168600.0,604500.0
TX0000072251023027,CUS0000072,SYSN10005227,2025-10-23,1387200,0,663350.0,1796525.0,1133175.0
TX0000073251220000,CUS0000073,SYSN10007935,2025-12-20,112000,0,106750.0,117950.0,11200.0
TX0000073251226001,CUS0000073,SYSN10000417,2025-12-26,110800,0,95900.0,189400.0,93500.0
TX0000073251227002,CUS0000073,SYSN10002713,2025-12-27,238500,0,246100.0,290150.0,44050.0
