ma_khach_hang,ngay_mua_gan_nhat,tan_suat_mua,tong_chi_tieu,gia_tri_don_hang_tb,ngay_mua_dau_tien,tong_so_luong_mua,so_danh_muc_da_mua,danh_muc_yeu_thich,so_ngay_tu_lan_mua_cuoi,tuoi_tho_khach_hang,diem_R,diem_F,diem_M,diem_RFM_ma_hoa,diem_RFM_tong,phan_khuc_rfm,ngay_snapshot
CUS0000205,2023-05-03,4,545000,136250,2022-10-16,4,2,Sunscreen,972,199,2,3,2,232,7,At Risk,2025-12-31
CUS0000206,2025-06-07,3,552000,184000,2024-11-05,7,2,Moisturizer,206,214,4,3,2,432,9,Potential Loyalists,2025-12-31
CUS0000207,2023-02-22,5,1533000,306600,2022-03-24,8,3,Serum,1042,335,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0000208,2025-04-15,6,1749000,291500,2024-06-12,10,4,Serum,259,307,4,4,4,444,12,Champions,2025-12-31
CUS0000209,2025-03-02,2,262000,131000,2024-12-21,3,1,Moisturizer,303,71,4,1,1,411,6,Recent Customers,2025-12-31
CUS0000210,2025-10-25,26,13428000,516462,2023-05-12,45,5,Sunscreen,66,897,5,5,5,555,15,Champions,2025-12-31
CUS0000211,2024-12-18,10,3480000,348000,2022-11-18,17,4,Serum,377,761,4,5,5,455,14,Champions,2025-12-31
CUS0000212,2025-04-08,5,1707000,341400,2024-12-28,8,3,Sunscreen,266,101,4,4,4,444,12,Champions,2025-12-31
CUS0000213,2022-10-06,3,1184000,394667,2022-04-10,6,1,Serum,1181,179,1,3,4,134,8,At Risk,2025-12-31
CUS0000214,2025-02-12,3,488000,162667,2024-09-12,3,3,Cleanser,321,153,4,3,2,432,9,Potential Loyalists,2025-12-31
CUS0000215,2022-09-30,2,719000,359500,2022-07-01,3,2,Serum,1187,91,1,1,3,113,5,Lost,2025-12-31
CUS0000216,2024-01-31,2,453000,226500,2023-11-24,3,2,Serum,699,68,3,1,2,312,6,Need Attention,2025-12-31
CUS0000217,2024-01-15,3,579000,193000,2023-11-22,4,3,Moisturizer,715,54,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0000218,2022-07-21,6,2061000,343500,2022-05-18,12,4,Serum,1258,64,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0000219,2024-07-27,2,315000,157500,2024-07-08,2,1,Sunscreen,521,19,3,1,1,311,5,Need Attention,2025-12-31
CUS0000220,2023-06-30,3,836000,278667,2023-03-25,3,3,Sunscreen,914,97,2,3,3,233,8,At Risk,2025-12-31
CUS0000221,2022-08-15,2,253000,126500,2022-01-11,2,2,Cleanser,1233,216,1,1,1,111,3,Lost,2025-12-31
CUS0000222,2023-02-06,3,1610000,536667,2022-12-17,4,3,Sunscreen,1058,51,1,3,4,134,8,At Risk,2025-12-31
CUS0000223,2025-10-30,26,14392000,553538,2024-05-18,51,5,Serum,61,530,5,5,5,555,15,Champions,2025-12-31
CUS0000224,2023-04-05,3,516000,172000,2022-12-17,3,1,Toner,1000,109,2,3,2,232,7,At Risk,2025-12-31
CUS0000225,2025-11-04,7,2660000,380000,2024-07-24,12,4,Serum,56,468,5,4,5,545,14,Champions,2025-12-31
CUS0000226,2022-04-30,2,3323000,1661500,2022-04-11,6,2,Cleanser,1340,19,1,1,5,115,7,Lost,2025-12-31
CUS0000227,2023-04-27,2,4463000,2231500,2023-04-10,7,2,Sunscreen,978,17,2,1,5,215,8,Hibernating,2025-12-31
CUS0000228,2022-06-07,4,8735000,2183750,2022-02-08,11,3,Serum,1302,119,1,3,5,135,9,At Risk,2025-12-31
CUS0000229,2022-05-15,2,410000,205000,2022-04-06,2,1,Serum,1325,39,1,1,2,112,4,Lost,2025-12-31
CUS0000230,2024-05-08,3,784000,261333,2024-04-20,4,3,Cleanser,601,18,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0000231,2023-09-12,1,293000,293000,2023-09-12,2,1,Sunscreen,841,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0000233,2025-03-31,2,227000,113500,2024-10-02,3,1,Sunscreen,274,180,4,1,1,411,6,Recent Customers,2025-12-31
CUS0000234,2023-07-20,5,1054000,210800,2022-12-21,8,3,Sunscreen,894,211,2,4,3,243,9,At Risk,2025-12-31
CUS0000235,2022-07-09,1,143000,143000,2022-07-09,1,1,Moisturizer,1271,0,1,1,1,111,3,Lost,2025-12-31
CUS0000236,2025-12-25,10,2038000,203800,2025-09-24,16,4,Moisturizer,5,92,5,5,4,554,14,Champions,2025-12-31
CUS0000237,2025-10-24,4,753000,188250,2024-10-11,4,3,Serum,67,378,5,3,3,533,11,Loyal Customers,2025-12-31
CUS0000238,2025-05-09,5,1717000,343400,2024-10-11,6,4,Toner,235,210,4,4,4,444,12,Champions,2025-12-31
CUS0000239,2023-09-26,2,250000,125000,2023-06-12,2,2,Serum,826,106,2,1,1,211,4,Hibernating,2025-12-31
CUS0000240,2023-02-18,3,923000,307667,2022-11-08,5,3,Moisturizer,1046,102,1,3,3,133,7,At Risk,2025-12-31
CUS0000241,2022-09-20,3,1322000,440667,2022-03-18,4,3,Serum,1197,186,1,3,4,134,8,At Risk,2025-12-31
CUS0000242,2024-06-30,12,2126000,177167,2022-08-22,13,5,Serum,548,678,3,5,4,354,12,Loyal Customers,2025-12-31
CUS0000243,2022-09-12,3,663000,221000,2022-01-11,4,3,Cleanser,1205,244,1,3,3,133,7,At Risk,2025-12-31
CUS0000244,2024-09-27,5,980000,196000,2023-11-18,7,5,Serum,459,314,3,4,3,343,10,Loyal Customers,2025-12-31
CUS0000245,2023-08-10,3,1789000,596333,2023-03-28,4,2,Serum,873,135,2,3,4,234,9,At Risk,2025-12-31
CUS0000246,2024-10-08,4,1814000,453500,2023-10-05,9,3,Cleanser,448,369,3,3,4,334,10,Loyal Customers,2025-12-31
CUS0000247,2024-01-15,3,435000,145000,2023-05-13,3,3,Serum,715,247,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0000248,2023-12-31,2,374000,187000,2023-11-10,3,2,Serum,730,51,2,1,2,212,5,Hibernating,2025-12-31
CUS0000249,2023-01-07,2,814000,407000,2022-11-13,5,2,Serum,1088,55,1,1,3,113,5,Lost,2025-12-31
CUS0000250,2022-06-01,3,750000,250000,2022-03-14,3,3,Serum,1308,79,1,3,3,133,7,At Risk,2025-12-31
CUS0000251,2024-04-03,1,165000,165000,2024-04-03,1,1,Sunscreen,637,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0000252,2022-06-27,2,884000,442000,2022-03-28,3,2,Serum,1282,91,1,1,3,113,5,Lost,2025-12-31
CUS0000253,2024-09-17,2,333000,166500,2024-09-12,3,2,Sunscreen,469,5,3,1,2,312,6,Need Attention,2025-12-31
CUS0000254,2024-02-16,2,368000,184000,2023-10-21,3,2,Sunscreen,683,118,3,1,2,312,6,Need Attention,2025-12-31
CUS0000255,2025-07-15,2,266000,133000,2025-06-05,2,2,Serum,168,40,4,1,1,411,6,Recent Customers,2025-12-31
CUS0000256,2024-04-30,3,1004000,334667,2023-08-18,4,3,Sunscreen,609,256,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0000257,2025-01-19,2,399000,199500,2024-11-13,4,2,Cleanser,345,67,4,1,2,412,7,Recent Customers,2025-12-31
CUS0000258,2025-02-23,3,1016000,338667,2024-08-13,6,3,Sunscreen,310,194,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0000259,2025-08-22,13,4191000,322385,2024-04-18,22,5,Toner,130,491,4,5,5,455,14,Champions,2025-12-31
CUS0000260,2024-07-24,3,865000,288333,2024-01-14,3,2,Serum,524,192,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0000261,2025-12-30,3,677000,225667,2025-12-22,5,2,Cleanser,0,8,5,3,3,533,11,Loyal Customers,2025-12-31
CUS0000262,2025-10-09,5,1223000,244600,2024-11-21,7,3,Moisturizer,82,322,5,4,4,544,13,Champions,2025-12-31
CUS0000263,2022-10-05,5,1283000,256600,2022-05-11,13,4,Toner,1182,147,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0000264,2023-11-15,5,1914000,382800,2023-03-20,10,3,Cleanser,776,240,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0000265,2025-12-30,3,496000,165333,2025-09-05,4,3,Moisturizer,0,116,5,3,2,532,10,Potential Loyalists,2025-12-31
CUS0000266,2023-12-30,6,1871000,311833,2022-09-27,11,4,Serum,731,459,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0000267,2025-10-17,2,255000,127500,2025-09-07,4,2,Cleanser,74,40,5,1,1,511,7,Recent Customers,2025-12-31
CUS0000268,2024-10-18,3,628000,209333,2024-08-10,6,3,Cleanser,438,69,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0000269,2025-12-06,3,385000,128333,2025-10-26,3,2,Cleanser,24,41,5,3,2,532,10,Potential Loyalists,2025-12-31
CUS0000270,2025-03-08,3,1193000,397667,2024-09-19,5,3,Serum,297,170,4,3,4,434,11,Loyal Customers,2025-12-31
CUS0000271,2025-01-25,10,2830000,283000,2022-02-24,15,4,Serum,339,1066,4,5,5,455,14,Champions,2025-12-31
CUS0000272,2024-09-21,2,507000,253500,2024-09-03,3,2,Sunscreen,465,18,3,1,2,312,6,Need Attention,2025-12-31
CUS0000273,2022-08-25,3,941000,313667,2022-06-20,3,3,Sunscreen,1223,66,1,3,3,133,7,At Risk,2025-12-31
CUS0000274,2025-12-02,6,1752000,292000,2025-02-10,8,3,Serum,28,295,5,4,4,544,13,Champions,2025-12-31
CUS0000275,2025-05-01,3,944000,314667,2024-11-04,5,2,Moisturizer,243,178,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0000276,2025-06-12,2,419000,209500,2025-03-20,5,2,Serum,201,84,4,1,2,412,7,Recent Customers,2025-12-31
CUS0000277,2025-12-22,26,10429000,401115,2024-09-20,42,5,Toner,8,458,5,5,5,555,15,Champions,2025-12-31
CUS0000278,2024-10-18,2,1590000,795000,2024-10-17,6,2,Sunscreen,438,1,3,1,4,314,8,Need Attention,2025-12-31
CUS0000279,2024-12-16,2,524000,262000,2024-09-07,2,2,Serum,379,100,4,1,2,412,7,Recent Customers,2025-12-31
CUS0000280,2025-12-21,13,6850000,526923,2025-06-10,24,5,Serum,9,194,5,5,5,555,15,Champions,2025-12-31
CUS0000281,2025-05-24,5,1345000,269000,2023-11-25,8,3,Toner,220,546,4,4,4,444,12,Champions,2025-12-31
CUS0000282,2024-10-26,5,920000,184000,2023-06-18,6,4,Serum,430,496,4,4,3,443,11,Loyal Customers,2025-12-31
CUS0000283,2025-02-06,9,2765000,307222,2023-03-12,17,5,Serum,327,697,4,5,5,455,14,Champions,2025-12-31
CUS0000284,2024-01-22,11,3131000,284636,2022-06-01,17,5,Moisturizer,708,600,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0000285,2024-03-27,10,8346000,834600,2022-08-18,16,5,Moisturizer,643,587,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0000286,2025-11-03,9,5196000,577333,2024-12-19,23,4,Cleanser,57,319,5,5,5,555,15,Champions,2025-12-31
CUS0000287,2022-12-18,2,327000,163500,2022-12-07,3,2,Sunscreen,1108,11,1,1,1,111,3,Lost,2025-12-31
CUS0000288,2024-12-15,10,2543000,254300,2023-03-10,16,2,Serum,380,646,4,5,4,454,13,Champions,2025-12-31
CUS0000289,2023-08-08,3,512000,170667,2023-02-28,5,2,Cleanser,875,161,2,3,2,232,7,At Risk,2025-12-31
CUS0000290,2023-03-17,5,1715000,343000,2022-11-19,10,4,Serum,1019,118,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0000291,2023-08-14,1,142000,142000,2023-08-14,2,1,Sunscreen,870,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0000292,2024-06-29,10,2775000,277500,2023-04-19,10,5,Cleanser,549,437,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0000293,2025-01-01,4,1131000,282750,2024-01-06,5,3,Serum,363,361,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0000294,2024-03-01,3,723000,241000,2023-11-24,5,3,Serum,669,98,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0000295,2025-02-19,3,864000,288000,2024-11-07,4,3,Serum,314,104,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0000296,2024-01-23,3,330000,110000,2023-11-27,3,3,Sunscreen,707,57,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0000297,2025-12-01,5,1133000,226600,2025-05-04,8,3,Serum,29,211,5,4,3,543,12,Loyal Customers,2025-12-31
CUS0000298,2023-03-25,3,646000,215333,2022-12-05,4,2,Toner,1011,110,2,3,2,232,7,At Risk,2025-12-31
CUS0000299,2023-05-22,2,259000,129500,2023-02-27,2,2,Sunscreen,953,84,2,1,1,211,4,Hibernating,2025-12-31
CUS0000300,2025-12-14,23,10029000,436043,2024-08-02,36,5,Serum,16,499,5,5,5,555,15,Champions,2025-12-31
CUS0000301,2024-10-11,3,610000,203333,2024-04-24,3,3,Sunscreen,445,170,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0000302,2025-12-27,5,1392000,278400,2025-10-05,8,4,Sunscreen,3,83,5,4,4,544,13,Champions,2025-12-31
CUS0000303,2025-03-17,2,677000,338500,2025-03-07,2,2,Serum,288,10,4,1,3,413,8,Recent Customers,2025-12-31
CUS0000304,2023-01-30,4,391000,97750,2022-09-23,4,3,Serum,1065,129,1,3,2,132,6,At Risk,2025-12-31
CUS0000305,2024-04-23,8,2439000,304875,2022-09-10,12,4,Cleanser,616,591,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0000306,2025-11-23,8,2912000,364000,2025-08-16,17,3,Cleanser,37,99,5,4,5,545,14,Champions,2025-12-31
CUS0000307,2025-05-05,10,2204000,220400,2023-08-13,12,3,Serum,239,631,4,5,4,454,13,Champions,2025-12-31
CUS0000308,2025-07-06,5,1219000,243800,2025-01-05,8,4,Moisturizer,177,182,4,4,4,444,12,Champions,2025-12-31
CUS0000309,2022-09-03,2,278000,139000,2022-07-01,3,2,Serum,1214,64,1,1,1,111,3,Lost,2025-12-31
CUS0000310,2025-12-30,4,1019000,254750,2025-10-05,7,2,Cleanser,0,86,5,3,3,533,11,Loyal Customers,2025-12-31
CUS0000311,2025-12-06,24,7787000,324458,2022-11-18,43,5,Serum,24,1114,5,5,5,555,15,Champions,2025-12-31
CUS0000312,2024-03-11,13,3919000,301462,2022-06-21,16,4,Serum,659,629,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0000313,2023-10-03,5,2216000,443200,2022-08-23,5,2,Moisturizer,819,406,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0000314,2025-12-18,3,864000,288000,2025-10-19,5,2,Toner,12,60,5,3,3,533,11,Loyal Customers,2025-12-31
CUS0000315,2024-09-08,2,290000,145000,2024-06-01,5,2,Cleanser,478,99,3,1,1,311,5,Need Attention,2025-12-31
CUS0000316,2025-10-20,8,1738000,217250,2024-04-25,10,3,Sunscreen,71,543,5,4,4,544,13,Champions,2025-12-31
CUS0000317,2023-08-13,4,1064000,266000,2022-08-14,8,3,Serum,870,364,2,3,3,233,8,At Risk,2025-12-31
CUS0000318,2023-08-21,3,1184000,394667,2023-07-03,7,2,Serum,862,49,2,3,4,234,9,At Risk,2025-12-31
CUS0000319,2022-10-04,1,145000,145000,2022-10-04,1,1,Sunscreen,1184,0,1,1,1,111,3,Lost,2025-12-31
CUS0000320,2022-07-15,3,822000,274000,2022-04-11,3,3,Serum,1264,95,1,3,3,133,7,At Risk,2025-12-31
CUS0000321,2024-06-17,3,396000,132000,2024-01-25,5,2,Cleanser,561,144,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0000322,2022-07-04,2,492000,246000,2022-05-18,2,1,Sunscreen,1275,47,1,1,2,112,4,Lost,2025-12-31
CUS0000323,2022-07-12,3,462000,154000,2022-03-06,3,3,Sunscreen,1267,128,1,3,2,132,6,At Risk,2025-12-31
CUS0000324,2025-11-12,3,414000,138000,2025-10-12,4,2,Toner,48,31,5,3,2,532,10,Potential Loyalists,2025-12-31
CUS0000325,2025-04-18,2,444000,222000,2024-07-06,3,2,Serum,256,286,4,1,2,412,7,Recent Customers,2025-12-31
CUS0000326,2025-10-14,13,3622000,278615,2023-11-25,22,5,Serum,77,689,5,5,5,555,15,Champions,2025-12-31
CUS0000327,2023-05-09,4,564000,141000,2023-02-27,6,4,Serum,966,71,2,3,2,232,7,At Risk,2025-12-31
CUS0000328,2025-04-30,4,620000,155000,2024-11-02,7,4,Cleanser,244,179,4,3,2,432,9,Potential Loyalists,2025-12-31
CUS0000329,2022-09-19,2,359000,179500,2022-08-27,2,2,Sunscreen,1198,23,1,1,2,112,4,Lost,2025-12-31
CUS0000330,2025-02-20,5,3378000,675600,2023-10-10,9,2,Moisturizer,313,499,4,4,5,445,13,Champions,2025-12-31
CUS0000331,2024-09-26,3,651000,217000,2024-05-05,4,3,Toner,460,144,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0000332,2025-06-30,3,387000,129000,2024-12-26,5,3,Serum,183,186,4,3,2,432,9,Potential Loyalists,2025-12-31
CUS0000333,2022-12-05,3,282000,94000,2022-07-10,3,3,Moisturizer,1121,148,1,3,1,131,5,At Risk,2025-12-31
CUS0000334,2024-10-18,11,3484000,316727,2022-12-06,17,4,Sunscreen,438,682,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0000335,2025-12-14,4,551000,137750,2025-11-17,5,2,Cleanser,16,27,5,3,2,532,10,Potential Loyalists,2025-12-31
CUS0000336,2022-09-04,2,851000,425500,2022-05-04,3,2,Serum,1213,123,1,1,3,113,5,Lost,2025-12-31
CUS0000337,2022-04-19,2,502000,251000,2022-02-15,4,2,Moisturizer,1351,63,1,1,2,112,4,Lost,2025-12-31
CUS0000338,2024-08-10,3,355000,118333,2024-04-02,5,3,Toner,507,130,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0000339,2023-08-11,5,3549000,709800,2023-04-06,7,4,Serum,872,127,2,4,5,245,11,Cant Lose Them,2025-12-31
CUS0000340,2023-04-06,2,730000,365000,2022-11-27,4,2,Serum,999,130,2,1,3,213,6,Hibernating,2025-12-31
CUS0000341,2025-12-19,5,1430000,286000,2025-10-13,11,4,Cleanser,11,67,5,4,4,544,13,Champions,2025-12-31
CUS0000342,2023-10-26,3,537000,179000,2023-07-27,4,2,Serum,796,91,2,3,2,232,7,At Risk,2025-12-31
CUS0000343,2024-05-05,2,524000,262000,2023-12-04,2,2,Cleanser,604,153,3,1,2,312,6,Need Attention,2025-12-31
CUS0000344,2023-08-15,3,385000,128333,2023-07-26,5,3,Sunscreen,868,20,2,3,2,232,7,At Risk,2025-12-31
CUS0000345,2025-05-25,3,859000,286333,2024-12-21,6,3,Toner,219,155,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0000346,2022-07-24,3,522000,174000,2022-01-12,4,3,Serum,1255,193,1,3,2,132,6,At Risk,2025-12-31
CUS0000347,2023-11-03,1,258000,258000,2023-11-03,2,1,Sunscreen,789,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0000348,2025-12-29,14,3198000,228429,2025-11-20,21,5,Moisturizer,1,39,5,5,5,555,15,Champions,2025-12-31
CUS0000349,2025-12-21,5,2514000,502800,2025-07-22,9,4,Serum,9,152,5,4,4,544,13,Champions,2025-12-31
CUS0000350,2023-10-14,6,2420000,403333,2023-02-12,9,3,Cleanser,808,244,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0000351,2024-11-25,3,2585000,861667,2024-08-09,8,2,Moisturizer,400,108,4,3,5,435,12,Loyal Customers,2025-12-31
CUS0000352,2025-12-09,25,14145000,565800,2025-02-01,44,5,Serum,21,311,5,5,5,555,15,Champions,2025-12-31
CUS0000353,2023-08-22,3,1081000,360333,2023-05-21,8,2,Toner,861,93,2,3,3,233,8,At Risk,2025-12-31
CUS0000354,2025-06-07,4,1453000,363250,2024-04-14,10,4,Serum,206,419,4,3,4,434,11,Loyal Customers,2025-12-31
CUS0000355,2023-10-24,2,511000,255500,2023-08-21,3,2,Sunscreen,798,64,2,1,2,212,5,Hibernating,2025-12-31
CUS0000356,2022-09-12,2,1075000,537500,2022-08-14,5,2,Toner,1205,29,1,1,3,113,5,Lost,2025-12-31
CUS0000357,2025-01-05,2,1664000,832000,2024-10-16,6,2,Toner,359,81,4,1,4,414,9,Recent Customers,2025-12-31
CUS0000358,2022-09-06,1,315000,315000,2022-09-06,4,1,Toner,1212,0,1,1,1,111,3,Lost,2025-12-31
CUS0000359,2023-11-24,8,2025000,253125,2022-05-08,11,4,Sunscreen,767,565,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0000360,2025-06-29,10,2480000,248000,2022-11-13,12,3,Serum,184,959,4,5,4,454,13,Champions,2025-12-31
CUS0000361,2025-12-09,16,5174000,323375,2022-09-22,32,5,Moisturizer,21,1174,5,5,5,555,15,Champions,2025-12-31
CUS0000362,2025-07-05,3,564000,188000,2025-06-28,4,2,Cleanser,178,7,4,3,2,432,9,Potential Loyalists,2025-12-31
CUS0000363,2024-02-24,5,861000,172200,2023-06-22,8,3,Toner,675,247,3,4,3,343,10,Loyal Customers,2025-12-31
CUS0000364,2024-02-04,5,861000,172200,2023-03-26,7,3,Cleanser,695,315,3,4,3,343,10,Loyal Customers,2025-12-31
CUS0000365,2024-06-04,13,3360000,258462,2022-11-06,20,5,Serum,574,576,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0000366,2025-10-07,5,1325000,265000,2025-01-23,7,3,Sunscreen,84,257,5,4,4,544,13,Champions,2025-12-31
CUS0000367,2025-12-30,5,477000,95400,2025-04-27,5,3,Sunscreen,0,247,5,4,2,542,11,Potential Loyalists,2025-12-31
CUS0000368,2022-04-14,1,283000,283000,2022-04-14,4,1,Sunscreen,1357,0,1,1,1,111,3,Lost,2025-12-31
CUS0000369,2022-03-25,2,556000,278000,2022-01-24,4,2,Moisturizer,1376,60,1,1,2,112,4,Lost,2025-12-31
CUS0000370,2022-09-28,3,899000,299667,2022-03-03,4,3,Moisturizer,1189,209,1,3,3,133,7,At Risk,2025-12-31
CUS0000371,2023-01-23,5,2075000,415000,2022-03-25,6,3,Toner,1072,304,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0000372,2024-12-26,5,1608000,321600,2024-08-25,9,5,Moisturizer,369,123,4,4,4,444,12,Champions,2025-12-31
CUS0000373,2024-11-03,2,408000,204000,2024-02-10,3,2,Toner,422,267,4,1,2,412,7,Recent Customers,2025-12-31
CUS0000374,2023-01-28,2,344000,172000,2022-11-23,2,2,Sunscreen,1067,66,1,1,2,112,4,Lost,2025-12-31
CUS0000375,2025-05-30,14,3383000,241643,2022-12-19,20,4,Serum,214,893,4,5,5,455,14,Champions,2025-12-31
CUS0000376,2024-10-23,19,9063000,477000,2022-03-16,28,5,Toner,433,952,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0000377,2022-07-01,3,648000,216000,2022-04-08,4,3,Serum,1278,84,1,3,2,132,6,At Risk,2025-12-31
CUS0000378,2025-01-16,3,949000,316333,2024-06-01,5,2,Moisturizer,348,229,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0000379,2022-12-27,6,3192000,532000,2022-01-09,12,3,Sunscreen,1099,352,1,4,5,145,10,Cant Lose Them,2025-12-31
CUS0000380,2022-11-05,2,1735000,867500,2022-09-24,6,2,Moisturizer,1151,42,1,1,4,114,6,Lost,2025-12-31
CUS0000381,2025-12-19,25,8330000,333200,2025-07-06,41,5,Moisturizer,11,166,5,5,5,555,15,Champions,2025-12-31
CUS0000382,2023-12-15,4,977000,244250,2023-07-16,6,3,Moisturizer,746,152,2,3,3,233,8,At Risk,2025-12-31
CUS0000383,2024-12-21,3,618000,206000,2024-11-02,4,2,Serum,374,49,4,3,2,432,9,Potential Loyalists,2025-12-31
CUS0000384,2024-01-19,5,1375000,275000,2023-04-22,10,3,Sunscreen,711,272,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0000385,2023-12-30,3,258000,86000,2023-07-05,3,2,Moisturizer,731,178,2,3,1,231,6,At Risk,2025-12-31
CUS0000386,2025-11-23,53,17914000,338000,2023-02-14,82,5,Sunscreen,37,1013,5,5,5,555,15,Champions,2025-12-31
CUS0000387,2023-10-27,4,619000,154750,2022-12-16,6,4,Serum,795,315,2,3,2,232,7,At Risk,2025-12-31
CUS0000388,2024-01-23,3,853000,284333,2023-11-17,3,2,Sunscreen,707,67,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0000389,2025-12-24,10,3471000,347100,2025-08-09,20,4,Cleanser,6,137,5,5,5,555,15,Champions,2025-12-31
CUS0000390,2025-03-31,5,1677000,335400,2024-06-28,10,4,Serum,274,276,4,4,4,444,12,Champions,2025-12-31
CUS0000391,2025-09-01,3,1236000,412000,2025-04-04,7,2,Cleanser,120,150,4,3,4,434,11,Loyal Customers,2025-12-31
CUS0000393,2024-07-19,3,1090000,363333,2024-01-04,4,3,Moisturizer,529,197,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0000394,2023-10-04,3,262000,87333,2023-08-03,3,2,Cleanser,818,62,2,3,1,231,6,At Risk,2025-12-31
CUS0000395,2024-07-21,1,120000,120000,2024-07-21,1,1,Cleanser,528,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0000396,2022-07-25,5,2040000,408000,2022-05-26,12,3,Serum,1254,60,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0000397,2024-12-25,1,222000,222000,2024-12-25,1,1,Serum,371,0,4,1,1,411,6,Recent Customers,2025-12-31
CUS0000398,2024-01-03,9,2965000,329444,2022-11-16,12,4,Sunscreen,727,413,2,5,5,255,12,Cant Lose Them,2025-12-31
CUS0000399,2025-08-26,5,1184000,236800,2024-10-08,8,4,Serum,126,322,4,4,4,444,12,Champions,2025-12-31
CUS0000400,2024-04-28,1,331000,331000,2024-04-28,3,1,Serum,612,0,3,1,2,312,6,Need Attention,2025-12-31
CUS0000401,2025-12-15,55,17444000,317164,2024-06-15,96,5,Serum,15,548,5,5,5,555,15,Champions,2025-12-31
CUS0000402,2023-03-06,3,1653000,551000,2022-05-14,3,2,Serum,1030,296,1,3,4,134,8,At Risk,2025-12-31
CUS0000403,2025-06-02,10,3411000,341100,2022-11-17,16,5,Toner,211,928,4,5,5,455,14,Champions,2025-12-31
CUS0000404,2023-07-25,1,72000,72000,2023-07-25,1,1,Sunscreen,890,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0000405,2023-01-30,3,714000,238000,2022-11-20,6,2,Serum,1065,71,1,3,3,133,7,At Risk,2025-12-31
CUS0000406,2024-02-28,3,2214000,738000,2023-08-08,7,3,Sunscreen,671,204,3,3,4,334,10,Loyal Customers,2025-12-31
CUS0000407,2022-12-18,3,1249000,416333,2022-09-17,5,2,Sunscreen,1108,92,1,3,4,134,8,At Risk,2025-12-31
CUS0000408,2025-10-27,6,3218000,536333,2024-06-25,14,4,Serum,64,489,5,4,5,545,14,Champions,2025-12-31
CUS0000409,2025-12-28,25,9998000,399920,2024-08-12,45,5,Sunscreen,2,503,5,5,5,555,15,Champions,2025-12-31
CUS0000410,2023-06-16,2,382000,191000,2023-04-16,2,2,Moisturizer,928,61,2,1,2,212,5,Hibernating,2025-12-31
CUS0000411,2025-11-11,5,1219000,243800,2025-05-09,7,2,Toner,49,186,5,4,4,544,13,Champions,2025-12-31
CUS0000412,2024-08-16,3,482000,160667,2024-01-17,6,3,Cleanser,501,212,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0000413,2024-03-31,10,2289000,228900,2022-11-26,14,5,Cleanser,639,491,3,5,4,354,12,Loyal Customers,2025-12-31
CUS0000414,2022-06-23,3,1529000,509667,2022-01-06,6,2,Serum,1286,168,1,3,4,134,8,At Risk,2025-12-31
